Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	AverageQ2Vals	StdQ2Vals	LogPi	LossPi	LossQ	Alpha	LossAlpha	Time
1	-71.06818	108.63422	6.027004	-370.00452	-108.86869	160.08572	3.9797268	-481.56998	196.92	245.05	4999	5.322297	4.4151855	5.3217807	4.4151506	-2.0798895	-6.4390516	0.708411	0.12967432	1.3688872	38.5711612701416
2	-67.695175	96.47044	3.9268289	-391.1697	-1242.8011	925.199	6.288036	-2225.2993	191.3077	659.15	9999	22.403727	8.250677	22.404364	8.251888	4.1632247	-24.127285	2.7839112	0.05713548	0.24320655	83.04605174064636
3	-99.97575	222.28308	51.37924	-785.8884	38.859825	94.94241	411.5615	-32.303562	383.15384	249.7	14999	39.872486	5.533579	39.87231	5.532527	6.4623737	-41.011707	5.0651083	0.027248956	0.044258963	129.03629446029663
4	54.05841	48.33385	136.72342	-15.836047	101.06058	89.38585	328.25964	-8.773763	426.41666	401.6	19999	38.895023	5.580534	38.894955	5.592187	7.847361	-39.561577	4.002168	0.015210678	0.002451785	175.08717679977417
5	134.93484	126.40313	304.6585	-28.787088	182.59315	132.96179	472.99796	28.355864	616.4286	425.1	24999	35.387566	5.496798	35.38723	5.5057664	7.978819	-35.893486	3.252397	0.012542469	0.00027246002	220.90665793418884
6	162.46634	129.52766	384.53104	6.905002	266.38318	191.2382	505.64346	27.301828	497.27274	590.3	29999	33.05849	6.0432673	33.058186	6.048019	7.9872985	-33.497543	2.6358418	0.011502612	0.00014868782	266.93318152427673
7	300.92966	124.5418	451.195	130.72699	459.56805	125.74855	625.9241	114.65421	744.0	896.7	34999	32.072525	6.8130474	32.07203	6.8160305	8.00156	-32.47379	2.5532844	0.01112901	-1.5461937e-05	312.92301416397095
8	334.87207	203.46152	593.77606	11.17599	352.5234	251.72363	739.12286	16.383545	678.875	607.5	39999	32.47593	7.6769395	32.47576	7.680557	8.000289	-32.856815	2.3972347	0.0111555485	-1.2937576e-06	359.2527368068695
9	354.53305	194.09117	526.6152	16.10404	345.6474	265.1892	867.12946	17.294348	731.4286	574.3	44999	33.58461	8.709906	33.58433	8.713166	8.004946	-33.95696	2.2491105	0.011605708	-5.4254597e-05	405.52266335487366
10	432.9507	187.64296	664.0287	121.63029	589.0983	235.50005	911.49457	-5.558035	778.8333	844.85	49999	35.1367	9.865787	35.136402	9.869583	8.00448	-35.489014	2.2341266	0.011669288	-5.0693005e-05	452.18986988067627
11	448.2875	264.61935	790.5627	55.913326	378.4421	253.00854	802.2395	50.700405	607.2222	514.65	54999	37.1762	10.7752495	37.175964	10.778759	8.003587	-37.519855	2.1688046	0.012209243	-4.133911e-05	498.7120850086212
12	405.70483	272.4193	769.20654	33.803696	536.81757	237.2273	842.1677	97.06135	629.0	723.15	59999	40.07237	11.544818	40.07186	11.548763	7.995188	-40.391407	2.2771676	0.012095284	5.9985985e-05	545.3068525791168
13	514.30115	243.43692	718.7307	19.64365	602.84735	210.1197	891.0624	198.46848	836.6667	742.3	64999	41.91947	11.783563	41.919353	11.786725	8.008057	-42.24393	2.0675206	0.012264543	-9.5960335e-05	591.8613419532776
14	407.72528	332.4933	825.7605	19.748371	402.10925	304.60007	909.5817	34.29363	543.5	468.95	69999	44.18977	12.018051	44.18973	12.019469	8.009486	-44.512737	2.006659	0.012954243	-0.00012053983	638.5190591812134
15	518.8865	286.50497	847.6301	34.123665	424.8431	379.7296	1058.384	17.301254	625.625	449.8	74999	46.942608	12.14009	46.942368	12.1416025	8.00471	-47.2734	1.9738889	0.013707321	-6.2385756e-05	685.1878681182861
16	422.62595	389.1411	920.5261	26.186024	752.75946	298.2988	1321.2643	35.683544	465.63635	776.95	79999	50.08969	12.214595	50.089638	12.216103	8.005088	-50.409443	2.1815531	0.014236364	-6.9858754e-05	731.773205280304
17	667.83966	316.08145	1193.3091	210.95642	735.3999	321.27545	1077.0923	105.99506	758.0	778.65	84999	52.97913	12.302512	52.979027	12.304236	7.9988275	-53.285305	2.1999419	0.014302136	1.9235184e-05	778.5799415111542
18	565.8224	367.28214	1083.6171	77.49004	639.96136	376.28854	1291.1022	52.827465	551.9	741.9	89999	55.594814	12.650671	55.594444	12.652095	8.002015	-55.885464	2.2362432	0.01438585	-2.7163667e-05	825.320937871933
19	481.44147	327.76456	949.2002	59.641125	491.3662	387.51535	1080.8585	33.739883	508.5	552.75	94999	58.129574	13.20208	58.12912	13.201623	8.00177	-58.41084	2.3935945	0.014584781	-2.318463e-05	872.155321598053
20	499.3205	410.6691	1134.2927	18.18087	788.5337	371.03983	1317.6097	61.835186	515.8182	749.7	99999	60.36806	13.690576	60.36793	13.689843	8.001501	-60.6465	2.527651	0.014930897	-1.982426e-05	918.5978226661682
21	894.4495	70.94759	967.7071	773.56775	648.54047	421.20193	1404.1156	29.201551	932.2	599.45	104999	62.720806	14.288472	62.720493	14.288739	8.001778	-62.997925	2.5305665	0.01488335	-2.4211871e-05	965.1650722026825
22	756.7102	498.9017	1694.9762	20.252682	866.50653	428.73694	1542.1117	35.95828	693.25	744.15	109999	64.97469	15.163449	64.97469	15.162845	8.002919	-65.25004	2.5840693	0.015248427	-4.2497297e-05	1011.7250635623932
23	748.9917	290.4992	972.0126	119.72621	780.6332	351.9643	1696.1486	81.53075	778.5	749.85	114999	67.01218	16.168991	67.01191	16.16783	8.002323	-67.28677	2.7618992	0.015528882	-3.362897e-05	1058.5850296020508
24	831.34033	333.28052	1299.2496	191.1634	846.08234	455.87564	1625.4777	60.545902	773.1667	773.35	119999	69.112465	17.324564	69.112366	17.324652	8.001714	-69.39063	2.8418152	0.015957164	-2.5137413e-05	1105.6711432933807
25	863.667	363.23444	1390.0846	230.62312	883.7787	404.036	1664.9031	96.85004	780.5714	693.3	124999	71.24898	18.3687	71.24854	18.369236	8.005853	-71.535164	2.8385756	0.016353134	-9.278488e-05	1152.2463853359222
26	549.85486	485.33215	1205.9799	33.20867	913.1504	378.32327	1578.0076	128.1508	489.44446	746.5	129999	73.3858	19.485899	73.385635	19.486765	8.002529	-73.6653	3.0282285	0.016700068	-4.0423067e-05	1198.9608206748962
27	1319.2073	469.73645	1747.6569	718.81696	737.40875	374.88245	1105.8291	27.372513	1000.0	687.3	134999	75.414345	20.774712	75.41399	20.775724	7.9981713	-75.68914	3.1448722	0.016865836	3.328503e-05	1245.589497089386
28	1250.222	535.44507	1899.4008	438.81082	712.7477	427.92142	1666.3823	67.342735	875.6667	558.65	139999	77.72602	22.294481	77.72582	22.295126	8.007364	-77.99427	3.2252743	0.017211584	-0.00012401128	1291.9173879623413
29	899.18567	310.307	1455.6948	373.33698	1374.2039	599.9435	2105.8596	295.87827	763.7143	834.55	144999	79.65947	23.857658	79.65947	23.857746	7.99785	-79.93687	3.3857696	0.017516082	3.996777e-05	1338.4538087844849
30	998.33856	624.2485	1996.9755	36.535114	893.66406	582.75995	2008.9308	35.342358	719.6667	633.3	149999	82.04924	25.63488	82.048996	25.634195	8.003578	-82.32934	3.7697203	0.017959675	-6.077024e-05	1385.044039964676
31	926.3665	506.48093	1687.9647	13.700899	646.53	457.74677	1813.234	42.847515	836.3333	345.8	154999	83.88018	27.253164	83.879875	27.252398	8.00164	-84.16868	3.795011	0.018150464	-2.7291242e-05	1431.4491775035858
32	882.49677	619.83856	2196.821	120.594696	473.68927	384.97974	1409.8656	53.29047	643.44446	302.4	159999	86.19484	29.260792	86.19474	29.25945	8.003649	-86.48737	4.110463	0.018665293	-6.494877e-05	1477.9622704982758
33	914.3372	695.2041	2345.878	-4.421965	1324.5642	675.7113	2456.7122	378.7894	487.66666	633.3	164999	88.690956	31.66035	88.6907	31.659689	8.003176	-88.98672	4.6015053	0.018837888	-5.7075416e-05	1524.0948932170868
34	1167.3624	743.2104	2312.2434	276.60428	850.39307	605.9893	2041.5978	126.89605	687.875	543.0	169999	90.98026	33.90795	90.98025	33.907104	8.00278	-91.28118	4.829155	0.019368878	-5.1510637e-05	1570.5877704620361
