Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	PolicyLoss	ValueLoss	Entropy	AvgKL	StopIter
1	-373.4428	55.475513	-287.4332	-450.45996	1000.0	0.26738805	0.47428215	2.0153403	-1.6162055	5000	-0.1033448	216.4538	1.8103477	0.023768	79.0
2	-376.79883	68.029434	-249.71837	-450.02905	1000.0	-31.263157	8.4344845	-2.2375855	-63.3858	10000	-0.10709541	225.46303	1.792114	0.015650956	79.0
3	-346.8642	68.64778	-265.98053	-438.7953	1000.0	-33.81293	9.094548	-5.533342	-65.52748	15000	-0.11145585	153.90437	1.7743086	0.021443551	79.0
4	-323.19772	27.89768	-275.59314	-357.78384	1000.0	-33.8477	7.0571423	-9.399322	-57.424953	20000	-0.113156065	132.49898	1.7488695	0.026601266	79.0
5	-244.2294	65.31041	-123.40986	-318.9501	1000.0	-30.56712	5.915455	-10.026123	-49.953033	25000	-0.1130041	112.89562	1.7550762	0.025757696	79.0
6	-263.39145	40.134464	-189.72974	-309.39066	1000.0	-24.565615	5.890364	-6.6164813	-41.105217	30000	-0.11170036	122.18932	1.7124674	0.025636358	79.0
7	-265.35455	100.47355	-104.8794	-404.86948	1000.0	-26.505835	5.6083164	-10.48255	-45.929234	35000	-0.115440756	111.83305	1.7125676	0.02859097	79.0
8	-174.11737	48.007435	-128.75807	-260.39008	1000.0	-23.71835	7.5984898	-5.3576508	-42.587532	40000	-0.11147295	100.23404	1.6648086	0.03408777	79.0
9	-214.6478	35.71699	-171.19247	-264.3088	1000.0	-18.16687	3.7171168	-8.0023	-33.109753	45000	-0.117161795	70.926285	1.6797318	0.028500458	79.0
10	-140.50505	38.28106	-92.855255	-187.25766	1000.0	-17.897327	4.833462	-7.9028454	-36.406788	50000	-0.11145845	83.431076	1.6314344	0.02353123	79.0
11	-126.067894	83.42806	-21.21095	-226.20372	1000.0	-14.14165	2.5731843	-5.612127	-27.672646	55000	-0.11897119	92.533615	1.6290686	0.025573503	79.0
12	-84.602066	82.115585	4.4524875	-213.93932	1000.0	-12.85338	3.9013402	-4.470462	-27.61089	60000	-0.11535752	87.00085	1.5929273	0.029142853	79.0
13	-104.298706	59.010704	-29.258234	-203.32085	1000.0	-9.816157	4.085901	-1.7142497	-28.092787	65000	-0.116679125	61.116787	1.5714103	0.026810199	79.0
14	-64.26725	65.92237	-1.4521106	-151.65227	1000.0	-8.320932	3.080623	-0.5970432	-26.315933	70000	-0.113688596	79.00808	1.5364298	0.01147411	79.0
15	-42.998993	95.480865	26.368372	-225.6547	1000.0	-8.7385435	7.217843	1.5093503	-40.044098	75000	-0.118408814	59.123337	1.4831965	0.022148497	79.0
16	-67.869644	23.777529	-41.416203	-104.73077	1000.0	-2.3556402	3.5323074	6.6298976	-19.485863	80000	-0.121315636	85.56985	1.451689	0.023543518	79.0
17	-11.328238	50.770008	66.32358	-83.29384	1000.0	-4.728162	3.3451202	3.9340355	-24.20562	85000	-0.12157111	46.885586	1.415275	0.026394527	79.0
18	-11.707406	30.565548	33.018723	-59.500786	1000.0	-1.7362477	2.8743434	4.8215976	-15.941859	90000	-0.11835847	58.162113	1.3700548	0.026816523	79.0
19	24.6778	50.30309	97.86852	-22.972456	1000.0	-2.9280126	3.2343323	8.023512	-16.714485	95000	-0.117639124	58.12445	1.3174363	0.031285886	79.0
20	40.812897	11.835136	62.193665	26.157063	1000.0	1.4132107	2.8359218	10.31297	-14.586875	100000	-0.11565898	47.5446	1.2956269	0.022740802	79.0
21	54.651817	38.012093	118.83115	10.013826	1000.0	4.873988	3.305933	17.208605	-9.542267	105000	-0.1195106	81.86305	1.2359935	0.021950869	79.0
22	70.397766	40.395187	107.6815	-4.724327	1000.0	4.8157444	3.9628782	21.419935	-11.702381	110000	-0.11973989	47.757313	1.2140516	0.036074992	79.0
23	62.27772	38.050377	100.686455	-7.1880984	1000.0	6.8743453	3.253138	19.165766	-10.410258	115000	-0.12153784	58.72239	1.1637125	0.026476754	79.0
24	82.7039	39.334503	136.23306	42.228745	1000.0	7.1065173	3.206105	25.230024	-5.932586	120000	-0.12024851	72.6758	1.1304688	0.048230436	79.0
25	81.21183	39.682514	121.57473	22.523403	1000.0	8.022226	3.3607917	25.068384	-8.541939	125000	-0.11780168	46.967957	1.0896224	0.028547775	79.0
26	100.158714	37.474483	136.28876	45.979286	1000.0	9.434737	3.0584679	20.934994	-5.18437	130000	-0.12073941	57.2226	1.0425688	0.032373805	79.0
27	118.77629	47.232796	175.64848	39.41133	1000.0	10.10008	3.6738994	25.469067	-3.346555	135000	-0.12450323	74.77297	0.9511082	0.028916681	79.0
