Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	AverageQ2Vals	StdQ2Vals	LossPi	LossQ	Time
1	124.33879	39.56	317.30273	78.25739	204.84677	8.225897	222.74954	190.79213	24.850746	39.45	4999	29.532581	18.15999	29.532595	18.156845	-33.023766	1.7126691	30.9344584941864
2	123.16381	36.391453	300.4864	78.213425	109.470604	16.247766	148.48524	91.69736	24.541872	22.15	9999	98.69147	38.442524	98.69087	38.43145	-108.03237	9.765586	70.89403104782104
3	248.28821	91.94918	499.2923	71.79208	313.68808	41.35785	445.46426	254.12874	48.524273	60.7	14999	167.54024	53.173965	167.53995	53.159634	-178.51161	41.312233	110.89240074157715
4	251.87663	85.64026	535.74493	104.076515	262.17633	51.173424	360.02832	144.6381	50.303032	53.9	19999	217.0076	60.601906	217.0076	60.57623	-226.42668	66.46208	152.86584043502808
5	281.93948	103.128624	766.32245	81.32894	226.2354	28.234911	289.31265	175.06172	58.127907	51.35	24999	234.5822	69.74784	234.5825	69.71815	-243.60686	75.521965	194.9910969734192
6	261.29504	90.517395	717.2334	79.2543	256.14438	37.985603	351.61688	205.85783	51.86598	47.8	29999	250.15005	76.56802	250.14972	76.55366	-258.65323	97.89935	234.66064167022705
7	313.87543	76.359985	622.16187	199.60158	347.16925	58.536484	475.85458	243.34703	61.580246	67.95	34999	258.57584	83.77917	258.57886	83.743996	-267.181	100.16948	279.7914638519287
8	354.1919	80.320526	600.1892	226.74248	323.48853	45.853905	416.82635	206.77678	69.68056	59.95	39999	259.72244	89.9032	259.72482	89.86352	-267.31686	100.17875	319.4612488746643
9	328.1666	70.17163	657.2786	203.39977	296.68576	96.51802	652.7865	214.20894	62.620255	59.25	44999	252.36407	96.45146	252.3667	96.406845	-259.28	99.99347	365.09477376937866
10	373.72003	95.93994	748.00574	227.82909	390.7024	85.75396	676.7662	290.75427	74.25373	72.9	49999	244.5641	98.54169	244.56645	98.495926	-250.8778	95.8595	405.75873923301697
