Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	PolicyLoss	ValueLoss	Entropy	AvgKL	StopIter
1	-23.64952	63.80627	82.204414	-124.92023	443.66666	0.7925154	0.42329946	3.0156503	-0.35541484	5000	-0.13337888	232.32332	3.0533032	0.035109874	79.0
2	-26.083136	36.048195	40.978054	-79.19463	685.5	-8.836165	2.5977678	-0.31978858	-19.628042	10000	-0.13223939	94.94725	3.0578141	0.03999697	79.0
3	-13.965219	26.540876	23.680857	-48.353657	536.1429	-3.3413644	6.171566	10.441446	-24.466995	15000	-0.13756599	104.44413	3.0116737	0.012454069	79.0
4	-18.135311	31.196167	33.579037	-65.62689	522.4286	-5.839885	4.1478515	8.055632	-21.304266	20000	-0.13699007	96.37541	3.0169597	0.029539734	79.0
5	-27.50353	26.470694	12.288795	-60.37965	562.0	-5.686209	4.099308	14.318344	-23.926811	25000	-0.1405732	97.90889	3.0084763	0.035347495	79.0
6	9.9850645	27.751812	61.64591	-16.553013	937.6	-2.1270897	2.7743144	10.191523	-14.889249	30000	-0.13887711	96.51098	2.96587	0.05139617	79.0
7	38.219715	43.20336	120.498276	-1.1330202	748.4	0.9616042	5.075353	29.802563	-19.356884	35000	-0.1390105	130.34743	2.9215362	0.036517873	79.0
8	-2.412024	25.452246	42.94331	-39.558167	452.0	3.4069617	4.5517774	24.299707	-17.257027	40000	-0.14390577	81.92069	2.89468	0.039796278	79.0
9	9.565858	46.987858	82.92464	-62.62883	554.0	1.2682272	4.8624587	25.028887	-25.393433	45000	-0.13922927	72.22503	2.8434966	0.040437218	79.0
10	28.302738	54.394756	138.10692	-51.469852	394.7	2.5273504	5.0247507	32.023407	-19.28225	50000	-0.14458348	137.1818	2.8226886	0.044412747	79.0
11	26.539898	56.4005	121.786934	-48.57195	604.4286	3.8553061	7.8088837	40.359985	-24.812624	55000	-0.1467936	84.36691	2.8161635	0.030246511	79.0
12	28.0487	17.487446	55.00508	8.859501	712.1667	3.9701028	5.5354743	30.01511	-13.515558	60000	-0.13999566	24.488985	2.779369	0.041150805	79.0
13	21.68385	31.878553	81.10721	-12.99776	555.2857	5.765456	3.9318936	28.182175	-7.4795265	65000	-0.13660337	127.35237	2.755926	0.0351986	79.0
