Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	AverageQ2Vals	StdQ2Vals	LogPi	LossPi	LossQ	Alpha	LossAlpha	Time
1	19.861185	3.1274054	41.469498	10.552467	91.83972	9.600261	106.574936	73.32953	11.794326	66.3	4999	13.520231	8.582129	13.520824	8.581689	0.14399208	-14.731703	0.4621952	0.1309683	0.38904402	38.12177634239197
2	19.965572	3.1851163	33.020077	8.989575	89.33249	5.0283113	96.95195	80.29124	11.843971	68.0	9999	30.718296	15.458517	30.718296	15.457178	2.2192318	-33.74981	0.9382632	0.06132627	0.053537477	82.90934824943542
3	146.87122	193.14049	856.95807	56.373096	141.85243	161.87082	846.3888	96.44032	151.41936	128.8	14999	49.09424	20.40005	49.09438	20.397812	2.9967577	-53.0763	3.6685555	0.048214026	0.00015772543	143.7086799144745
4	103.9366	33.433907	353.90802	77.76335	188.76358	182.4855	979.1905	69.5335	74.71429	159.2	19999	56.999855	22.11833	57.00038	22.1171	2.9805787	-60.377106	2.562638	0.046817727	0.00092821644	202.98729991912842
5	285.7221	243.0713	942.44305	55.6286	977.46936	4.7693253	987.6363	970.36847	283.64706	1000.0	24999	60.016525	22.58575	60.01682	22.585833	3.0024757	-62.7733	2.361999	0.046767764	-0.00010800898	260.92217898368835
6	662.34827	290.63153	947.22	171.31392	693.9273	388.1276	1013.18677	193.13101	677.5714	662.3	29999	63.403526	21.427982	63.403732	21.427877	2.9949944	-65.765	2.0675836	0.045075517	0.00022821996	319.12073707580566
7	748.816	265.28708	943.7305	206.32283	658.02893	330.14362	1016.41754	206.71425	761.5714	684.25	34999	66.59262	20.413118	66.592964	20.411776	2.9924693	-68.66441	1.8639778	0.042577147	0.00032548312	377.50634121894836
8	571.7751	275.38876	995.36346	227.71141	941.2871	6.6409974	949.35156	919.77545	544.8889	1000.0	39999	69.02945	19.856705	69.02957	19.853859	2.9942715	-70.8583	1.7193061	0.040306557	0.00023640449	437.51168847084045
9	661.3534	291.48163	995.26526	253.19711	973.4699	200.8259	1024.9224	98.259	643.5	957.6	44999	71.28605	19.490385	71.28648	19.487946	3.004936	-72.96374	1.5444416	0.039927814	-0.0001958768	498.2633023262024
10	503.368	228.62442	1032.355	253.86467	1019.53937	2.1402972	1022.7949	1015.52527	408.66666	1000.0	49999	73.266106	19.344805	73.26602	19.342945	2.9932961	-74.790665	1.4655619	0.040298495	0.00027397528	558.5447413921356
11	482.5316	273.42087	1133.3549	236.64339	251.69333	58.343914	415.09213	155.17264	396.84616	177.5	54999	75.663086	19.13067	75.66319	19.129354	2.9944956	-77.1261	1.6325016	0.037802782	0.00021401624	607.141135931015
