Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	AverageQ2Vals	StdQ2Vals	LossPi	LossQ	Time
1	19.028656	16.26691	121.54371	3.3683646	172.52414	2.1574993	175.11371	166.21535	22.690908	85.95	4999	6.0931005	4.8029356	6.0929675	4.80382	-7.0417905	0.15905003	29.825968027114868
2	17.510523	14.092222	167.11884	5.0774927	174.13132	1.2154593	177.6069	172.10062	21.568966	84.95	9999	28.613628	13.676435	28.612303	13.68245	-32.500587	2.835259	60.34401035308838
3	183.3257	28.005997	245.71643	83.94272	204.76955	4.439089	213.86783	196.6126	86.807014	91.55	14999	67.70924	24.009766	67.708305	24.01349	-73.796684	8.7059355	98.29482054710388
4	241.4272	28.922564	364.13016	147.19757	299.54626	7.6962714	308.57074	271.8963	103.708336	131.35	19999	88.53931	25.565683	88.538666	25.57265	-92.09721	9.160884	131.69092440605164
5	279.6965	83.07899	420.63757	65.11931	281.2603	23.485844	314.3103	242.57097	140.75	128.6	24999	94.538506	27.812855	94.53863	27.819431	-97.36748	8.451075	169.79082250595093
6	298.41876	30.998396	353.41217	174.3833	325.59125	3.141614	329.67188	319.2532	131.05263	143.0	29999	101.04302	31.192059	101.04319	31.193108	-103.64624	8.8195715	203.41646456718445
7	330.2571	23.099592	387.85193	263.89612	288.81876	7.9531674	313.21234	278.58167	151.51515	127.5	34999	108.626236	34.9296	108.62666	34.933224	-111.12301	8.486429	241.50782203674316
8	282.01578	71.34733	357.14407	39.506252	303.7724	18.151138	326.37122	279.57684	125.3	127.7	39999	113.824326	38.669674	113.82437	38.67174	-116.19263	8.168454	275.1994504928589
9	317.3144	15.589706	362.27417	266.26193	307.1414	1.7560331	310.44708	304.71014	136.08333	123.75	44999	117.466866	41.278862	117.466324	41.284332	-119.515236	8.273435	313.26167035102844
10	317.60217	45.509964	455.5125	178.93143	293.94525	160.43156	692.6425	104.05738	138.86111	206.0	49999	119.7513	42.8372	119.751236	42.84122	-121.73017	7.589922	349.1070408821106
11	414.47345	228.99846	1112.9666	19.387894	326.47037	124.2845	384.29742	26.54632	241.71428	134.35	54999	122.04355	43.55154	122.0437	43.554977	-123.8895	7.7062984	387.3152277469635
12	347.30228	73.5319	439.94974	37.316986	332.4967	13.745332	371.75223	306.7563	156.0625	173.65	59999	124.04451	44.712082	124.0449	44.71613	-125.846886	8.053738	420.9886713027954
13	387.06442	51.819916	490.0479	316.7509	320.5073	8.811054	327.4744	293.2582	170.31035	133.0	64999	126.13035	45.772552	126.1304	45.775017	-127.85505	8.438645	459.082040309906
14	332.93677	24.035612	405.89886	299.88507	356.94452	22.793493	377.5459	317.10388	138.97223	150.75	69999	127.15729	46.22143	127.15754	46.226265	-128.71033	8.347414	492.6438844203949
15	360.1518	56.139877	493.101	302.46213	359.38116	32.43006	415.07767	300.55313	166.83333	145.45	74999	128.69994	46.46323	128.69995	46.46915	-130.24777	7.8976264	530.7962775230408
16	453.39206	191.20581	877.5362	144.38292	435.10287	7.8863745	443.76385	405.10922	228.81818	192.35	79999	130.6315	46.905743	130.6318	46.906853	-132.04283	8.5832615	564.9863321781158
17	496.3436	109.17302	711.3963	232.12376	363.00513	9.45563	376.9812	345.8603	194.03847	151.5	84999	133.2622	48.019325	133.2622	48.018063	-134.84697	9.378796	602.7257206439972
18	580.5719	193.93251	938.8558	213.17818	2606.4663	143.75443	2941.2822	2329.673	226.63637	989.7	89999	137.09387	49.77053	137.0945	49.764576	-138.58966	9.160433	640.226087808609
19	848.25104	461.27106	1785.0192	235.4535	525.4895	7.592801	539.3369	511.49658	345.5	216.05	94999	142.14616	51.713394	142.14655	51.710026	-143.6264	10.727027	678.5916216373444
20	893.7289	260.5386	1616.5178	525.5777	438.91153	150.72261	807.775	249.67339	343.66666	213.6	99999	147.00827	52.97189	147.00826	52.96994	-148.56848	11.029817	713.157957315445
21	1181.439	716.4594	2604.2034	259.9992	1171.7727	216.51393	1744.3607	864.2211	452.72726	419.6	104999	151.36696	53.603767	151.3674	53.603336	-152.82208	11.391066	753.4273934364319
22	1260.889	714.78876	2711.3276	213.97632	1374.3314	331.30884	2420.723	1150.932	444.27274	459.45	109999	155.6507	53.89788	155.65102	53.895493	-157.03867	11.08895	789.8388619422913
23	1470.9199	293.86948	1951.04	1046.3771	2017.9236	513.177	2971.385	1386.0393	497.1	674.75	114999	159.5465	54.656628	159.5466	54.655537	-160.91385	10.585585	831.6813728809357
24	1421.6222	432.6096	2332.5066	903.5261	2404.564	669.4946	2976.3682	293.0367	487.7	836.6	119999	163.24957	55.238518	163.24977	55.23994	-164.66583	10.400055	869.1106131076813
25	1427.7317	528.6079	2812.3628	948.70044	2754.945	362.8055	2871.2637	1176.2169	488.1	970.95	124999	167.58736	55.73702	167.58746	55.737453	-168.97273	9.710744	911.0079917907715
26	2091.7449	843.768	2843.9705	897.2279	1584.6624	498.4989	2886.362	972.6964	726.0	540.45	129999	172.4216	56.72659	172.42177	56.72678	-173.82396	9.955771	948.1732020378113
27	2019.8721	715.7231	2875.3867	1151.0878	2616.474	489.43173	3024.3608	1182.4755	684.7143	874.2	134999	177.2685	57.662952	177.2688	57.663944	-178.5577	9.790567	988.691374540329
28	1686.5756	612.1289	2949.1604	686.1028	1824.8972	760.03235	3095.2551	949.9933	556.7	598.5	139999	181.6085	58.825676	181.60858	58.823715	-182.91832	10.273067	1027.2125008106232
29	1816.9777	765.15283	2965.8708	636.4513	1369.6016	602.45056	2876.6714	924.0908	600.875	457.15	144999	185.82608	59.714012	185.82655	59.713486	-187.20288	9.889292	1065.9518065452576
30	1649.431	614.6127	2863.1177	981.8225	2649.9775	534.09607	3090.8933	1401.861	536.0	884.55	149999	189.46916	60.717663	189.46916	60.715897	-190.7209	10.276343	1106.3015162944794
31	1770.7817	642.71277	2931.8306	941.8913	1773.5492	600.3685	3034.9167	1065.461	580.125	564.4	154999	192.1556	61.731556	192.15556	61.725845	-193.43706	10.334575	1143.3142712116241
