Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	AverageQ2Vals	StdQ2Vals	LossPi	LossQ	Time
1	16.720299	3.4233246	37.26942	10.433899	36.237026	2.451899	40.688103	31.37924	14.271428	32.65	4999	7.460113	4.7690425	7.4600763	4.769166	-8.386719	0.075331494	33.55081057548523
2	16.594124	3.3657196	28.948175	10.096339	64.93129	6.0576735	76.738	54.99126	14.05618	56.45	9999	17.352219	7.4524574	17.352257	7.451447	-18.862457	0.18869719	73.65092158317566
3	67.91096	21.142395	169.67017	21.109802	57.607044	18.315434	89.256935	23.553629	70.22535	58.0	14999	27.62375	10.546855	27.623844	10.546476	-29.617535	0.967484	117.75177907943726
4	74.202034	17.14561	123.632904	24.617622	74.938255	16.152327	105.30377	30.61638	66.21333	65.95	19999	35.148636	12.966557	35.148617	12.96635	-37.042255	0.80005753	161.32723546028137
5	76.2632	18.593904	130.25726	23.170946	80.50449	24.405054	146.23491	24.594135	63.518986	66.05	24999	40.0073	15.785787	40.007256	15.784863	-41.836826	0.9034684	205.42316889762878
6	88.24397	33.962807	288.1003	27.887646	109.584694	125.36543	651.1983	16.395544	79.8871	112.65	29999	43.39323	18.224052	43.393288	18.22427	-45.106705	1.1185551	267.4099323749542
7	93.67775	21.036606	172.6796	38.16659	109.08392	39.315315	212.11491	8.487497	76.045456	89.8	34999	45.49383	19.951815	45.493965	19.951021	-47.119064	1.2231338	312.5703411102295
8	104.19425	42.078674	293.40405	24.612959	112.15293	35.303833	199.64372	30.31529	87.947365	93.4	39999	47.06234	21.033247	47.062637	21.03286	-48.518906	1.3434224	357.75305557250977
9	110.09021	76.40801	595.6671	25.732634	122.72988	28.361063	191.29753	80.608955	98.47059	102.9	44999	47.75907	21.732697	47.75923	21.733116	-49.14785	1.5456758	402.60746121406555
10	186.4986	180.08424	769.19336	51.48064	303.06342	307.1915	898.0195	90.13965	192.57692	329.55	49999	48.92007	22.08856	48.920216	22.087004	-50.21032	1.52443	464.9845163822174
11	141.8147	123.5061	812.155	18.045324	207.70828	233.37497	796.8939	23.614407	127.97143	235.85	54999	50.213867	22.293097	50.21392	22.290804	-51.492348	1.7992717	526.9423089027405
12	253.56596	222.71443	859.4262	44.054268	475.55264	265.3475	810.34845	90.37826	261.0	564.65	59999	51.713707	22.51479	51.713867	22.512854	-52.944176	1.7673986	589.1174035072327
13	411.42212	342.35034	895.20886	70.50276	342.04767	353.0506	968.3274	38.147984	471.0	364.85	64999	53.942726	22.627258	53.942825	22.625849	-55.13011	1.6306	649.6599934101105
14	396.05368	376.32986	912.7227	32.77254	297.97614	310.05344	896.6634	28.232763	455.2	355.75	69999	56.4203	22.800259	56.420506	22.799097	-57.611336	1.6607633	712.0357601642609
15	177.12057	156.01726	812.23975	25.4358	432.4625	347.37216	915.3386	39.281624	206.07408	524.9	74999	58.401756	22.829172	58.401962	22.828234	-59.51175	1.7157714	774.3313500881195
16	664.90985	323.17578	918.01416	75.28421	585.7186	362.4323	910.99817	26.111986	762.3333	709.8	79999	59.60737	22.950037	59.607536	22.94845	-60.6818	1.9005497	836.6636438369751
17	615.68585	359.5704	902.7513	28.62661	666.98456	329.09717	898.12244	32.247974	736.1429	772.2	84999	61.677975	22.832066	61.678123	22.83093	-62.7763	1.7563856	897.4911653995514
18	712.8281	220.32663	895.4403	234.52614	513.32806	329.38565	868.0493	20.499706	868.6667	684.65	89999	63.760193	22.701551	63.7603	22.701443	-64.82901	1.6813968	960.1418895721436
19	387.44742	312.83017	859.4051	25.215523	557.1007	257.29758	890.76624	38.58076	482.0	739.7	94999	65.53106	22.550241	65.531235	22.550943	-66.55007	1.646668	1022.4107918739319
20	441.53925	285.03503	853.8998	50.763706	466.67194	269.717	745.54724	47.30096	563.9	701.4	99999	66.83994	22.556892	66.83982	22.557426	-67.872116	1.7270031	1085.0281975269318
21	279.20624	234.1626	747.6592	24.539312	657.2186	242.45146	863.61865	58.761227	374.53845	823.2	104999	67.905	22.56417	67.90492	22.566645	-68.855934	1.7848785	1146.801817893982
22	308.62674	265.1473	873.029	35.80238	670.8049	362.9257	988.14905	26.154617	365.7143	751.05	109999	68.59391	22.663958	68.593925	22.665722	-69.602974	1.8584875	1208.2625024318695
23	416.43863	234.83878	839.2531	156.8201	436.99957	308.3439	955.0286	104.10926	507.5	472.4	114999	69.35474	22.843792	69.35458	22.845743	-70.270584	1.8544142	1270.6587131023407
24	580.9432	328.17914	907.15686	37.42562	510.15552	322.97562	995.5219	43.53961	668.5714	582.4	119999	69.98514	22.98678	69.98516	22.989323	-70.9564	1.8162045	1333.1779730319977
25	565.6131	308.4266	899.30554	83.417145	686.7674	279.5765	995.2272	39.06075	646.25	848.55	124999	71.18974	23.017532	71.18981	23.019735	-72.13731	1.7321305	1395.5905508995056
26	694.4382	177.07239	876.23553	403.7431	676.6676	281.1821	1001.16266	39.853428	892.6	861.35	129999	72.20354	22.588257	72.20368	22.59004	-73.12125	1.7287974	1456.9130268096924
27	742.0025	293.4942	967.24866	108.41607	618.00635	310.62067	918.39075	44.262653	863.3333	748.15	134999	73.343796	21.965748	73.34388	21.967834	-74.25264	1.6273417	1519.639503955841
28	774.26294	329.68958	954.7866	39.274258	557.931	433.90198	1014.3731	32.554863	839.0	614.1	139999	74.46319	21.531702	74.4633	21.53259	-75.37508	1.6146665	1582.1408069133759
29	398.38535	388.29892	936.5018	30.866657	336.552	372.0739	1003.3583	101.50903	441.91666	333.75	144999	75.86402	21.265432	75.86402	21.267614	-76.75855	1.776659	1643.7842671871185
30	747.54266	244.13391	948.8907	233.9126	369.33554	292.64792	842.2625	95.28697	881.6667	468.5	149999	76.81418	20.79123	76.81417	20.793106	-77.59602	1.6546768	1704.4191975593567
31	607.13116	293.34595	873.83295	152.63155	526.9664	192.726	860.36774	25.247707	720.3333	800.1	154999	77.01794	20.582123	77.018105	20.584166	-77.84176	1.6035715	1766.7854750156403
32	558.4561	278.04803	845.30914	27.666325	732.9778	151.18156	830.2551	119.94388	740.8571	954.6	159999	77.45857	20.224611	77.45855	20.226587	-78.224014	1.5931647	1829.6891512870789
33	738.10986	120.36005	829.24963	479.66605	797.13654	50.05024	869.55725	683.1157	914.1667	1000.0	164999	77.76813	19.894785	77.76826	19.89705	-78.523834	1.4024758	1892.4608278274536
34	759.005	145.87447	851.6045	468.2011	770.05334	161.31117	891.41516	243.96277	907.8	925.75	169999	78.03917	19.63979	78.039116	19.642036	-78.77311	1.3567512	1953.8440008163452
35	682.9572	242.35693	879.04785	228.49614	769.1669	219.16402	929.7852	117.09078	786.5	910.2	174999	78.258575	19.413555	78.25855	19.41625	-78.97644	1.3661112	2016.797969341278
36	827.2529	61.394535	893.49744	740.9217	794.11633	197.53648	991.8222	70.76557	984.0	922.4	179999	78.455734	19.328764	78.45578	19.331308	-79.156425	1.333941	2079.441503763199
37	829.01294	127.724205	944.50446	571.4983	803.02167	260.35318	1008.42914	44.707382	925.6667	914.05	184999	78.897644	19.283266	78.897606	19.28563	-79.60127	1.3107082	2142.0188703536987
38	387.32144	381.04684	980.8411	73.293785	436.18866	390.4944	999.53925	20.17125	408.25	471.2	189999	79.19609	19.213568	79.19603	19.216188	-79.90967	1.2920303	2203.057210445404
39	560.1919	404.44534	992.65186	84.766235	418.25162	390.58133	982.33826	50.513702	591.7778	467.2	194999	79.42144	19.242987	79.42151	19.24705	-80.07236	1.4287875	2265.6745188236237
40	729.0144	299.7471	953.31824	143.46065	613.97906	304.938	988.801	47.574398	843.6	752.75	199999	79.51692	19.297197	79.516785	19.300703	-80.17349	1.3350822	2328.00452876091
41	604.2467	381.0138	944.55194	90.44437	782.7744	211.74194	995.68274	143.7256	659.625	919.65	204999	79.75689	19.338264	79.756966	19.340471	-80.42545	1.4444523	2390.689574956894
42	786.40094	181.20961	931.9288	389.0394	812.7069	157.0391	917.18933	143.53801	896.5	961.45	209999	80.279335	19.133541	80.27935	19.135572	-80.92415	1.3904102	2452.526291847229
43	686.7984	284.32126	852.5304	56.684086	715.9754	233.11522	922.6806	71.21527	806.6667	879.3	214999	80.4972	18.89371	80.49712	18.895792	-81.108955	1.4171215	2514.729151725769
44	832.9528	61.173317	898.7846	739.32416	654.35535	297.88956	1028.015	131.56288	1000.0	747.6	219999	80.70504	18.816935	80.70504	18.81968	-81.33184	1.4129679	2577.147261619568
45	744.35724	294.39636	1025.002	122.5524	750.1262	191.50735	955.05804	12.103829	852.6667	956.05	224999	80.98695	18.785587	80.9869	18.787577	-81.62296	1.3289545	2639.788684129715
46	712.19556	198.37373	869.6112	284.75104	835.079	79.926056	938.36017	703.43756	880.0	1000.0	229999	81.43301	18.470612	81.432976	18.473812	-82.079636	1.2788398	2701.8998231887817
47	741.32776	265.9642	891.18396	209.8327	738.7267	361.01492	1015.62067	21.711277	837.8	786.0	234999	81.81283	18.212212	81.81276	18.214903	-82.44175	1.3237858	2763.793761730194
48	567.6016	339.69867	929.37695	85.62202	895.9754	61.70426	1008.98395	804.4839	643.2222	1000.0	239999	82.17103	18.209013	82.171	18.210613	-82.81138	1.3188832	2826.3623032569885
49	681.7138	266.51962	983.6866	207.77356	733.5942	229.64178	964.248	30.525862	774.8333	875.7	244999	82.80967	18.166706	82.80982	18.168026	-83.44261	1.3949993	2888.81582570076
50	604.42554	363.4507	937.12885	86.61051	747.49475	197.80728	946.92194	35.589085	674.75	952.0	249999	83.285965	17.997202	83.28593	17.999073	-83.887276	1.4091692	2951.215836048126
51	661.4626	305.79178	1037.3613	147.90355	765.1162	196.1091	1012.7644	17.069948	754.0	953.3	254999	83.78669	17.710138	83.78675	17.711405	-84.38829	1.495905	3012.547865152359
52	617.0968	306.5843	932.08655	134.37459	744.1921	87.5078	936.3657	625.55475	747.5714	1000.0	259999	84.13268	17.541233	84.13267	17.543032	-84.67793	1.5125352	3075.2393712997437
53	875.0711	14.576866	902.76807	860.40656	616.43616	298.15717	915.9117	75.974495	1000.0	724.75	264999	84.189835	17.574978	84.18986	17.576075	-84.74867	1.4031861	3137.7490377426147
54	542.00226	329.24457	920.4654	100.926414	869.32404	160.48773	936.22186	183.49571	637.1429	959.15	269999	84.40997	17.510937	84.4099	17.511953	-84.96729	1.4308133	3200.472316980362
55	752.2549	272.3763	1013.3538	183.11838	597.0522	356.49042	1014.2811	36.460236	860.6667	684.15	274999	84.85944	17.303493	84.859375	17.306171	-85.44611	1.3801705	3261.7032628059387
56	584.6764	345.98926	972.72003	114.76123	690.08356	320.1516	1070.4501	120.06154	667.625	799.9	279999	85.349815	17.13981	85.34975	17.140985	-85.93693	1.4303343	3324.0978977680206
57	686.6992	322.98145	994.6769	135.338	398.12375	347.4535	855.2811	70.56762	754.8571	486.4	284999	85.81775	16.883446	85.8177	16.885395	-86.391335	1.3869054	3386.4004452228546
58	541.2449	265.13776	841.1378	88.80528	639.50525	316.9611	1016.7292	51.19698	682.3333	742.85	289999	86.12495	16.742886	86.124985	16.745745	-86.70539	1.3855813	3447.034201860428
59	697.59125	245.62106	861.90533	154.1962	735.71014	247.20097	1015.3346	52.261986	852.8333	905.1	294999	86.061424	16.889801	86.06131	16.892721	-86.61047	1.467106	3508.84082531929
60	773.6596	198.96384	997.5694	450.21805	790.9925	130.04662	981.89294	446.6269	841.1667	969.05	299999	86.037186	17.08644	86.03706	17.089018	-86.62716	1.4267963	3572.6873109340668
61	842.9842	83.4937	978.7533	719.87054	959.98145	194.02179	1080.8818	262.0176	1000.0	942.7	304999	86.15034	17.101902	86.15034	17.102352	-86.69109	1.3779707	3636.3801741600037
62	733.79755	279.9812	945.74945	148.86768	947.3009	136.84586	1050.9021	395.01593	818.0	952.2	309999	86.1394	17.111572	86.13946	17.112429	-86.6516	1.3654096	3698.9382565021515
63	707.62445	338.63092	940.7807	160.65935	999.82043	96.368645	1139.3892	765.1616	751.7143	990.65	314999	86.33	17.031162	86.33006	17.030865	-86.86202	1.364185	3762.321124315262
64	893.1364	294.44824	1088.6687	250.59758	891.4424	216.94981	1035.1708	23.666914	873.0	951.1	319999	86.5075	16.837046	86.50736	16.837862	-87.01923	1.4183868	3826.178384780884
65	959.4671	67.39207	1055.0353	862.24133	841.2007	198.57687	1201.4957	493.97928	989.0	945.0	324999	86.576904	16.684969	86.57686	16.686415	-87.0746	1.4797167	3889.43700504303
66	859.16034	96.80629	983.56287	771.33765	662.0409	222.91553	924.23694	133.06688	1000.0	868.35	329999	86.51658	16.662968	86.51668	16.662043	-87.03401	1.4654224	3952.3526589870453
67	896.59534	71.66191	976.1515	790.1612	759.0155	357.8988	1181.7133	195.72386	1000.0	719.5	334999	86.75344	16.518745	86.7534	16.520802	-87.26101	1.4768643	4015.6510186195374
68	924.94586	290.68845	1186.6162	323.2824	381.9377	293.58044	975.6845	18.366892	888.1667	376.8	339999	87.006966	16.567213	87.00679	16.570232	-87.52136	1.4363267	4078.177479982376
69	916.49976	231.60396	1174.0599	462.83328	738.7483	226.0359	969.02765	166.44528	841.6667	880.25	344999	87.295944	16.543385	87.29586	16.544806	-87.850914	1.5218514	4141.258410215378
70	880.42633	331.20157	1255.1447	369.1319	1092.841	260.67282	1300.8484	97.30938	773.3333	953.65	349999	87.52487	16.63435	87.52487	16.635868	-88.02495	1.4211491	4204.3605444431305
71	607.55457	353.0029	1144.5348	229.90967	790.20154	338.1283	1271.0752	110.45844	529.55554	745.1	354999	87.792015	16.598682	87.79211	16.600468	-88.30222	1.5820514	4266.1367037296295
72	870.414	247.64697	1267.0143	474.5933	1182.8082	128.37419	1333.4962	899.08887	807.0	1000.0	359999	88.263176	16.44243	88.26299	16.445337	-88.782234	1.5818413	4329.703598022461
73	997.4742	342.11514	1296.7211	267.98227	1371.7981	96.57607	1492.8965	1113.4683	828.8333	1000.0	364999	88.80593	16.55805	88.80598	16.560503	-89.31181	1.6631908	4392.9557929039
74	1291.0933	117.92395	1380.7268	1042.9364	1366.3187	14.049011	1384.8627	1339.1508	966.1667	1000.0	369999	89.373116	16.637205	89.37308	16.637157	-89.91578	1.6584568	4455.307185173035
