Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	AverageQ2Vals	StdQ2Vals	LogPi	LossPi	LossQ	Alpha	LossAlpha	Time
1	16.727495	3.0928805	28.191366	10.318654	70.61215	13.599767	107.911964	40.156067	14.274285	65.4	4999	12.148138	7.501336	12.1486635	7.502642	-2.1308846	-13.254935	0.22692332	0.12821397	1.0617266	49.0974006652832
2	16.780617	3.424246	32.61507	10.816006	94.02458	8.366538	110.68335	80.57221	14.215909	85.05	9999	26.578312	11.301531	26.578682	11.3026085	1.190698	-28.637794	0.40558872	0.051187508	0.26138574	102.53784942626953
3	81.98827	24.289068	186.64069	28.6012	82.80281	32.305447	137.32603	28.764133	75.21212	78.75	14999	40.02019	13.947234	40.01968	13.956062	4.8812666	-42.596584	1.6100614	0.023582852	0.029605445	160.61117720603943
4	71.43076	30.924389	142.67972	14.287836	86.69304	51.269367	170.8837	16.347862	74.98508	95.35	19999	50.411232	18.002329	50.41102	18.006323	6.029465	-52.996506	1.3554366	0.02178872	-0.00061552704	218.9442925453186
5	86.523575	58.258533	358.25797	18.454363	395.89984	292.71985	782.2342	56.733562	79.55556	517.2	24999	55.7777	21.100159	55.777676	21.099556	5.982575	-58.1462	2.03064	0.020098511	0.00037228977	293.3397047519684
6	195.81418	222.15578	728.058	13.304071	308.75858	356.71695	943.5645	18.696016	262.7619	354.85	29999	59.151176	22.439808	59.1513	22.440752	6.064841	-61.371136	2.3006215	0.023873352	-0.0014948212	368.57351565361023
7	349.2403	311.71228	842.27423	33.270393	478.65347	446.60434	989.44495	14.8386755	404.54544	502.8	34999	63.420605	23.30166	63.420605	23.301935	5.9564323	-65.42691	2.2065382	0.024343949	0.0010587759	444.59721994400024
8	487.8349	363.6802	830.3084	16.837238	321.91672	269.2407	805.01355	20.003632	592.8889	390.4	39999	66.67437	22.895803	66.67433	22.896433	5.9740944	-68.485725	1.6914947	0.022030253	0.00057108805	521.0615549087524
9	272.59247	263.44052	791.64075	12.166896	555.5105	373.92178	935.08777	1.8894913	357.46155	686.15	44999	69.26847	22.315048	69.26843	22.31576	5.9221363	-70.90224	1.5784976	0.018117191	0.0014302196	597.5533740520477
10	152.62476	193.98152	898.7154	15.059107	381.5772	317.5372	820.37634	33.96487	175.59375	445.25	49999	70.54889	22.345547	70.5486	22.347595	5.9753428	-72.03463	1.7479043	0.015786419	0.0003779244	674.5984168052673
11	182.00221	203.06754	892.4853	36.582027	175.33495	170.91072	896.4484	89.13452	183.25	166.7	54999	70.659874	23.083412	70.659966	23.084114	6.0405097	-72.03937	1.8657441	0.015657255	-0.0006357792	750.9618704319
12	274.159	285.0158	907.0366	25.383392	365.61786	297.26837	836.59424	79.87241	293.4375	419.95	59999	71.19693	23.675795	71.19689	23.67714	6.001257	-72.50331	1.7540766	0.017256824	-1.7477727e-05	827.2925772666931
13	685.55005	213.84724	813.5359	210.65001	276.37613	190.85014	810.0157	111.50136	869.1667	306.65	64999	72.688385	23.615446	72.68851	23.61716	6.003231	-73.93909	1.573833	0.017451713	-5.2712876e-05	901.9577238559723
14	234.77167	206.56206	801.1267	13.384311	685.51013	236.09494	817.51556	36.195072	267.73685	870.3	69999	74.1099	23.248823	74.109955	23.251017	5.9828596	-75.29005	1.5042638	0.017150715	0.0002932032	977.8446061611176
15	295.58734	309.14587	833.9092	29.983297	532.8523	334.42175	820.7413	12.093218	351.07144	649.9	74999	75.14885	23.32329	75.14905	23.325172	5.9734826	-76.26079	1.5607944	0.015829245	0.00040924398	1053.7221307754517
16	318.85614	272.5471	811.852	33.881233	332.27707	257.04367	836.5225	100.900345	379.07693	396.85	79999	75.49071	23.477066	75.49085	23.47868	6.023646	-76.516525	1.5212388	0.015209488	-0.00035591944	1127.751515865326
17	297.9097	243.42638	804.8936	42.908566	387.92715	306.2338	820.6089	116.36147	346.2857	449.1	84999	75.52979	23.150196	75.52986	23.152699	5.9909763	-76.50225	1.6078321	0.015889587	0.00014632511	1202.4491546154022
18	574.9358	287.19885	800.3198	83.21276	445.72028	319.5267	816.1629	46.45681	735.1667	572.65	89999	75.668365	22.447454	75.66841	22.44988	5.993884	-76.60111	1.4952433	0.014977842	9.7321274e-05	1278.3488578796387
19	566.44006	288.9875	800.4911	33.153942	688.95483	271.96716	912.5524	43.83683	727.75	867.2	94999	76.197014	21.792019	76.19705	21.794685	6.0050435	-77.101974	1.3523521	0.015721543	-7.270346e-05	1354.0450248718262
20	750.0873	28.151613	791.00195	704.7924	675.04974	284.76657	909.93005	17.794195	1000.0	827.65	99999	76.918236	21.205751	76.91841	21.208128	5.9801326	-77.796616	1.2416428	0.0147424955	0.0002969749	1429.6092586517334
21	336.04846	292.69983	780.25397	17.349272	621.9408	324.2405	914.1379	31.05662	425.2	756.55	104999	77.93612	20.638346	77.93616	20.640684	6.0115614	-78.79292	1.2613537	0.014570566	-0.00016192945	1505.4079847335815
22	329.58942	329.16647	837.56177	30.180712	414.00372	363.05917	989.18756	21.207504	393.15384	506.3	109999	78.22462	20.399158	78.22476	20.400068	5.992457	-79.0013	1.2194911	0.014350681	0.00011453572	1580.8867964744568
23	273.45862	316.1203	811.4269	24.704056	271.96088	337.2755	793.9474	28.262623	344.46667	373.0	114999	77.899376	20.471514	77.89946	20.473839	6.029734	-78.642426	1.4921563	0.013935294	-0.00044402384	1656.0742089748383
24	281.072	346.32697	914.59454	13.428212	577.36945	331.61917	919.9138	94.139915	352.85715	670.8	119999	77.9982	20.61989	77.99825	20.622301	5.9483056	-78.73616	1.4931352	0.01509541	0.000759808	1731.4726240634918
25	498.57965	313.22083	895.28815	29.385286	686.0783	299.31354	910.41345	59.39454	612.6667	820.05	124999	78.03219	20.482132	78.0322	20.485779	5.99993	-78.75531	1.4645996	0.012933249	4.860246e-06	1806.7088556289673
26	332.00925	346.46558	857.4869	26.295166	558.5283	314.8834	809.9898	14.482632	409.18182	729.0	129999	78.91181	20.155294	78.9117	20.159393	6.003404	-79.65366	1.5579221	0.013134703	-4.159564e-05	1881.9395208358765
27	664.2647	112.0212	778.85126	491.21896	530.1913	383.93005	998.475	13.647493	1000.0	680.0	134999	79.89739	19.69327	79.89757	19.695602	6.0563803	-80.62386	1.6515844	0.01635302	-0.00084871036	1957.787704706192
28	834.21643	29.539341	860.48047	780.29266	575.289	391.41812	910.06085	29.68805	1000.0	668.15	139999	80.92853	19.822956	80.928215	19.826391	6.0879974	-81.68618	1.5332994	0.019572303	-0.0017218525	2034.397257566452
29	665.9759	274.12695	917.1867	106.782936	378.57886	338.68332	911.41724	29.528612	775.2857	413.4	144999	83.06611	19.68186	83.066124	19.682909	5.9283643	-83.872025	1.4678655	0.019468935	0.0014655157	2110.812474489212
30	186.77658	221.02954	780.5589	7.070084	552.7484	397.51422	989.5327	13.172819	217.13043	610.0	149999	84.97987	20.04173	84.97972	20.04356	5.950329	-85.74967	1.6068614	0.018255075	0.0008683793	2186.8342418670654
31	817.9938	95.73884	927.27045	711.1046	697.28424	316.16727	1009.2013	62.8253	1000.0	819.7	154999	84.999	20.205355	84.99905	20.207933	5.9543095	-85.68586	1.4930755	0.014788791	0.0006819896	2263.277698993683
32	436.60565	362.56458	862.0776	23.823751	451.1979	445.79956	1011.25745	24.675787	542.75	481.0	159999	84.13646	19.794384	84.13652	19.797379	5.9704256	-84.77054	1.4744785	0.012309538	0.00038273737	2339.4112617969513
33	823.5561	117.55673	967.9284	650.50854	666.85284	370.45764	1010.2027	33.79379	968.1667	760.0	164999	83.44877	19.31756	83.44877	19.31812	5.997715	-84.08338	1.4567182	0.0119586075	3.0665356e-05	2415.819697856903
34	665.5042	318.9214	946.8089	8.433782	755.4778	163.49907	1002.7414	135.20668	774.8333	956.55	169999	83.483986	18.927546	83.4839	18.928864	5.993361	-84.10997	1.3436843	0.012021211	8.227195e-05	2491.3562808036804
35	625.5035	372.31143	927.88806	37.548683	578.8814	318.56165	915.16156	25.549294	730.0	702.4	174999	83.3499	18.61541	83.350006	18.616095	6.0311046	-83.94882	1.3211207	0.012442901	-0.00038694814	2566.02547621727
36	635.32587	240.69402	826.5988	140.66855	669.51624	261.7816	917.1479	47.212925	817.5	862.6	179999	83.17901	18.291162	83.17902	18.29312	6.0137334	-83.76505	1.3124149	0.014209104	-0.00018294017	2640.8301119804382
37	618.4232	284.01346	859.2206	43.495113	374.29077	360.77472	916.25006	32.758102	764.0	475.9	184999	83.16353	18.060732	83.163506	18.061968	5.969072	-83.74224	1.2229787	0.013340689	0.00042196078	2714.9896762371063
38	488.63617	388.37573	949.10986	23.040125	722.7727	280.8948	914.91077	44.39607	587.2222	837.3	189999	83.231705	18.059093	83.23164	18.05995	6.000402	-83.803986	1.2410774	0.012685392	-3.629327e-08	2790.7583808898926
