Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	PolicyLoss	ValueLoss	Entropy	AvgKL	StopIter
1	-250.58728	42.40937	-190.00398	-297.13962	1000.0	0.99443007	0.58376515	4.6960096	-0.36144567	5000	-0.105336905	194.72617	2.0328445	0.02975027	79.0
2	-182.0492	44.774395	-139.43169	-255.00623	1000.0	-21.364838	5.7531433	-1.2046843	-42.469143	10000	-0.11023921	106.4273	2.0022054	0.01462244	79.0
3	-161.80328	31.317953	-106.11114	-203.20145	1000.0	-17.960135	4.362549	-2.6325517	-36.35614	15000	-0.10752534	79.4095	2.0161428	0.012924627	79.0
4	-89.367165	18.257345	-68.09606	-122.85592	1000.0	-15.542996	4.6380296	-2.4918456	-47.286865	20000	-0.11458655	92.66633	1.994095	0.022925083	79.0
5	-60.449898	30.335562	-20.932306	-105.89099	1000.0	-8.085944	1.9984266	-1.768781	-16.402063	25000	-0.11444222	85.817604	1.9662089	0.026595514	79.0
6	22.761929	40.163357	90.05158	-17.618479	1000.0	-5.4674015	1.8041656	-0.70109475	-14.806789	30000	-0.114631094	151.26007	1.9109406	0.027888004	79.0
7	22.588297	82.37454	134.27252	-95.186226	1000.0	1.2420924	2.256308	9.548275	-15.193494	35000	-0.12157316	73.50427	1.906968	0.043551646	79.0
8	78.59681	42.74026	161.35712	39.28023	1000.0	3.6460671	6.879358	20.950422	-13.102262	40000	-0.11812991	68.65868	1.8370762	0.03873512	79.0
9	94.74571	59.366234	193.57755	33.17318	1000.0	9.524532	3.4514668	22.995779	-5.678312	45000	-0.120158486	107.59353	1.7903842	0.025625817	79.0
10	214.6464	43.88248	282.66345	147.71608	1000.0	11.521577	4.757535	28.252748	-4.1871886	50000	-0.11668132	103.804665	1.7347375	0.03751702	79.0
11	205.17061	52.98653	292.04248	126.51481	1000.0	19.227938	8.076697	38.70689	-5.1048946	55000	-0.12128496	98.586945	1.6925777	0.039890155	79.0
12	280.43027	85.73266	374.4296	145.43983	1000.0	21.114725	10.125842	37.98269	-6.457493	60000	-0.122313745	74.122826	1.6396077	0.03745216	79.0
13	264.1781	122.9323	442.11313	121.98813	1000.0	27.073444	11.021583	51.51639	-11.536414	65000	-0.122214794	149.06435	1.5441047	0.0453897	79.0
14	339.0923	50.08725	413.13324	267.88467	1000.0	29.218193	8.731497	53.143124	-6.5658073	70000	-0.12366543	136.59212	1.5002291	0.03699619	79.0
15	307.31183	94.29887	437.35312	153.22179	1000.0	28.2933	16.503656	56.877373	-10.990982	75000	-0.12639716	123.81314	1.4590595	0.04941939	79.0
16	396.93033	90.36993	503.03998	265.76956	1000.0	34.79018	9.785529	57.26211	1.6698389	80000	-0.123117335	112.37007	1.3961664	0.04196498	79.0
17	389.48575	123.29195	480.9764	149.42128	1000.0	34.35967	20.918123	61.391937	-25.852709	85000	-0.1210146	110.711624	1.3162775	0.039282437	79.0
18	376.44662	157.44714	609.98596	191.18053	1000.0	38.125496	16.206259	63.99618	-3.2428794	90000	-0.11999374	135.71135	1.3028423	0.04182438	79.0
19	518.1465	60.093994	631.29095	451.88797	1000.0	47.487263	12.350215	72.78398	-2.6435425	95000	-0.11816837	130.01941	1.2300178	0.033399627	79.0
20	412.68985	259.48575	611.4637	-98.37692	1000.0	39.18701	26.941555	74.28139	-17.889656	100000	-0.12181326	142.44843	1.1548406	0.035704963	79.0
21	583.0612	71.08421	668.0961	496.00452	1000.0	53.89885	10.714808	79.09618	9.89677	105000	-0.12513797	162.83224	1.1001499	0.03557168	79.0
22	587.4609	115.83843	782.40497	443.32736	1000.0	59.460358	11.787184	90.76141	11.457103	110000	-0.11638352	189.47694	1.0454527	0.04489795	79.0
23	593.69806	101.507454	745.7344	471.53046	1000.0	55.272858	17.074162	83.252686	7.3505273	115000	-0.12022331	191.03998	0.9872638	0.02898405	79.0
24	671.3821	63.233177	781.3628	587.7909	1000.0	63.25665	13.642517	90.48831	-1.3493371	120000	-0.12095657	181.43448	0.8923789	0.033478435	79.0
25	683.3241	110.277534	822.0301	544.48175	1000.0	63.58069	22.427732	91.2404	-32.81265	125000	-0.12294221	183.36569	0.81152016	0.039730433	79.0
26	610.5128	148.7948	811.0324	363.02423	1000.0	64.82096	22.132534	92.66771	2.5092745	130000	-0.11931484	170.40341	0.76741785	0.027758038	79.0
27	798.6995	45.711765	872.8914	732.9501	1000.0	71.25265	8.894656	93.81115	16.526989	135000	-0.12204127	140.28522	0.6821158	0.041813366	79.0
28	631.1693	208.15645	897.2166	286.74277	1000.0	67.29672	25.279755	102.116554	-3.1181505	140000	-0.12450266	173.2497	0.58860314	0.04806712	79.0
29	743.19885	276.96408	976.89014	293.01343	1000.0	65.71123	30.83177	96.414894	-22.698536	145000	-0.12412273	248.55898	0.49650532	0.0421024	79.0
30	860.6193	98.97789	997.1767	689.8918	1000.0	83.57102	20.26676	114.73582	3.6159492	150000	-0.119645484	233.93727	0.46311763	0.038333997	79.0
31	951.6452	89.424515	1068.6823	800.504	1000.0	90.795166	11.618864	116.94223	25.874922	155000	-0.120680116	241.7795	0.38566402	0.032531854	79.0
32	1007.4928	69.353836	1113.516	914.95087	1000.0	98.53856	11.209462	128.67259	33.06419	160000	-0.11682134	161.45047	0.2830673	0.041928377	79.0
33	998.56287	123.62735	1103.5259	768.5433	1000.0	99.8925	14.75946	130.3366	27.372108	165000	-0.121886	206.33115	0.21391758	0.044886306	79.0
34	1029.9844	55.67747	1073.6566	923.45374	1000.0	100.496544	19.216324	133.3414	21.230534	170000	-0.12233008	342.66074	0.13397537	0.03893915	79.0
35	1060.2709	125.4917	1234.9055	874.61957	1000.0	106.1447	15.148184	133.21417	11.50998	175000	-0.12301907	202.82886	0.039368745	0.04728107	79.0
36	954.9999	452.7089	1253.8413	69.48994	1000.0	94.81801	34.993927	134.86574	-6.0733533	180000	-0.12116243	229.92537	-0.009474852	0.040254176	79.0
37	1082.1475	120.98901	1244.2888	912.2604	1000.0	112.52195	22.556866	143.0681	9.867613	185000	-0.11645925	305.6844	-0.03712158	0.03541732	79.0
38	1170.7859	140.82639	1309.084	932.25397	1000.0	113.14595	18.204088	147.53659	31.607914	190000	-0.11973025	263.0992	-0.13154228	0.045840193	79.0
39	1152.544	113.48088	1280.5575	980.9652	1000.0	119.23261	18.0822	153.14937	27.713423	195000	-0.11833648	335.0775	-0.2092167	0.048450217	79.0
40	1207.3953	103.691246	1326.0803	1059.0261	1000.0	119.15611	17.266108	153.16206	43.27806	200000	-0.11594217	291.8357	-0.29092035	0.038680263	79.0
41	1258.1677	161.89738	1463.684	974.68585	1000.0	120.23865	24.583246	149.15715	-3.9622376	205000	-0.11414758	385.2208	-0.35994223	0.035586756	79.0
42	1149.5814	591.2895	1557.2448	-4.815912	1000.0	108.6963	53.404068	158.69519	-20.422272	210000	-0.08940167	452.7997	-0.4416903	0.08047173	64.0
