Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	AverageQ2Vals	StdQ2Vals	LossPi	LossQ	Time
1	17.742393	18.089357	216.45636	5.5270658	95.616905	5.685202	109.09754	87.13935	21.78166	54.6	4999	5.7204123	3.9628012	5.7205358	3.9634054	-6.3163743	0.13922231	38.09433603286743
2	17.109608	18.16284	233.19366	3.7595246	54.554817	21.710192	148.95078	47.190357	21.02521	31.95	9999	21.817759	11.885473	21.81829	11.890041	-24.915127	1.3063422	81.54992270469666
3	135.67061	58.682983	213.49374	37.6267	175.2833	1.9094743	180.3665	171.9939	74.63636	94.25	14999	49.0898	16.509325	49.08997	16.513254	-52.94264	4.807008	131.35585522651672
4	368.58026	277.72012	1217.4529	54.655777	358.4234	8.965778	374.7809	346.14377	250.45	200.65	19999	64.56344	17.876617	64.56343	17.875547	-67.73739	8.567728	179.26175808906555
5	188.36049	138.96112	439.29346	15.74722	280.13452	2.111615	282.9299	275.68542	100.26	124.0	24999	85.85897	23.379004	85.85859	23.39154	-89.040115	15.832038	229.41503262519836
6	269.9202	27.186222	329.90305	223.2711	243.80351	7.1286764	258.32224	232.42549	131.21053	130.15	29999	106.79425	29.036346	106.79399	29.053543	-110.32237	23.084816	276.920184135437
7	290.54163	56.917526	432.18634	141.23645	265.3742	21.295063	346.7751	247.94482	135.64865	130.1	34999	123.96645	32.88878	123.96635	32.91404	-127.204834	22.883615	326.24995279312134
8	252.22102	36.5947	366.0859	131.85011	249.34619	12.165662	286.11188	241.42346	116.76744	123.35	39999	134.44647	37.840492	134.44617	37.8615	-137.67128	21.568369	373.9481887817383
9	301.20804	63.037678	434.11606	121.73654	351.67432	13.072761	377.61102	339.94412	132.83784	140.0	44999	142.60397	43.119556	142.60326	43.138107	-145.83972	22.151423	423.41031789779663
10	406.47495	63.804	523.6788	296.90543	363.31793	36.220192	407.76367	300.01782	167.1	151.9	49999	150.01064	48.232685	150.00983	48.241528	-153.07463	22.644346	470.6276354789734
11	280.62442	58.035213	411.99954	82.33893	373.31003	33.910496	441.24026	290.391	123.25	157.25	54999	156.9631	52.70074	156.96286	52.708935	-160.10657	24.096693	520.4736616611481
12	381.0855	75.21764	532.7606	284.98727	531.6709	70.63123	619.66394	378.68057	165.43333	245.55	59999	163.08873	57.173176	163.08832	57.18351	-166.07613	25.214478	568.9220156669617
13	528.81067	117.6336	854.9728	318.47595	428.8396	49.017063	486.4959	360.0021	221.56522	151.25	64999	166.32283	59.344505	166.32248	59.35319	-169.06996	24.096434	618.7643277645111
14	365.36688	120.82841	645.90735	95.41906	223.23418	56.98038	304.3183	138.60664	137.8108	98.9	69999	166.1513	60.657295	166.15015	60.66264	-168.61865	23.570518	665.9314889907837
15	355.7724	185.40422	786.29083	63.21625	625.2726	184.01263	810.86255	238.75824	133.97223	211.5	74999	164.83647	60.396404	164.83617	60.40102	-167.1054	22.290777	716.6295566558838
16	708.86707	193.79266	998.38184	236.51218	341.79135	8.197023	358.33478	328.00024	233.86363	144.3	79999	165.85991	60.327583	165.85843	60.33532	-168.3991	23.252604	764.1483509540558
17	501.93442	210.37355	873.25494	41.075512	541.777	115.561806	678.9305	397.41324	179.66667	189.05	84999	168.47241	59.747753	168.47145	59.750668	-170.88443	23.579996	813.9024920463562
18	754.15485	344.39667	1200.1235	12.383045	287.30496	12.217325	328.23032	273.94885	256.1	156.75	89999	169.0318	58.561543	169.03036	58.565536	-171.40266	24.729393	861.6039588451385
19	473.9753	267.58478	1030.8607	86.817444	284.7375	98.10664	584.84064	237.6772	239.61905	126.7	94999	172.32536	57.50888	172.3239	57.515373	-174.48907	26.949669	911.8442435264587
20	405.75253	237.35083	1027.3541	154.6367	441.96182	301.2381	1247.814	260.64578	174.07143	179.2	99999	173.59787	56.53407	173.5971	56.537018	-175.60532	25.727448	960.9034757614136
21	724.0376	256.95477	1000.04865	248.74571	295.19183	5.188182	305.43597	284.60062	420.91666	213.3	104999	173.31958	54.83452	173.31918	54.83712	-175.03136	24.862669	1010.3002932071686
22	614.94336	300.79224	1085.442	109.38919	799.3214	32.79531	850.68524	701.8209	225.63637	242.8	109999	173.52327	53.481487	173.52301	53.47954	-175.23746	23.07732	1058.8387961387634
23	908.18787	149.91626	1153.8292	657.94745	943.56604	378.03027	1840.5846	477.1841	288.82352	320.9	114999	174.7183	53.615562	174.71713	53.61757	-176.3657	22.556107	1110.550696849823
24	895.26715	101.53188	1061.5027	715.2779	1004.4474	165.38179	1359.2577	696.18176	286.16666	334.1	119999	176.91025	54.274918	176.91006	54.27779	-178.5811	21.430115	1160.8968687057495
25	844.7871	222.09612	1375.8105	252.95699	902.4044	109.7467	1131.0778	800.82166	275.22223	278.65	124999	179.19487	55.19296	179.19481	55.19387	-180.82722	20.971186	1209.5805706977844
26	778.79645	132.92343	1120.8083	571.1142	968.37366	107.56305	1167.5356	833.7421	246.95	295.65	129999	180.70207	56.044827	180.70201	56.047474	-182.28842	20.452665	1259.8361489772797
