Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	PolicyLoss	ValueLoss	Entropy	AvgKL	StopIter
1	-43.56188	39.185623	26.861694	-89.30838	777.6667	0.2041625	0.36780056	1.8101903	-1.1588368	5000	-0.12879659	76.01726	3.149624	0.02789845	79.0
2	-15.370048	22.73414	23.956064	-51.815865	163.08333	-4.7121363	2.9325545	1.857265	-17.157982	10000	-0.13645087	64.97398	3.1033971	0.02056744	79.0
3	-14.606169	25.65152	19.96041	-71.74111	375.33334	-4.483552	3.1768243	5.7367654	-20.155298	15000	-0.13685939	54.4783	3.1094284	0.034742743	79.0
4	-16.857233	51.19213	39.684834	-108.21879	830.4	-3.862935	3.096777	5.2565355	-18.426235	20000	-0.12432523	70.0881	3.1018806	0.016295193	79.0
5	-7.4511933	30.466303	30.759512	-33.43627	817.2	-3.258565	3.850058	8.627408	-32.471527	25000	-0.13254651	57.39499	3.028136	0.030683173	79.0
6	11.444476	31.431868	52.19184	-36.381783	445.85715	-2.5029294	4.461656	13.37242	-26.612566	30000	-0.13456649	68.78616	3.009302	0.046745382	79.0
7	27.960485	24.325203	62.14699	-0.8105648	931.2	-1.0648242	5.13519	19.226236	-29.459654	35000	-0.13704628	35.988983	3.0100589	0.034183867	79.0
8	60.727943	32.552746	111.728745	19.40588	694.8	1.5238664	3.398763	15.937397	-16.255642	40000	-0.13762765	63.854923	2.9643126	0.04421042	79.0
9	30.68864	33.064495	84.47788	-9.998427	706.2857	4.8661094	4.2549763	27.855291	-18.128786	45000	-0.13306463	66.64309	2.9189203	0.04573595	79.0
10	26.527878	20.709858	67.765945	5.6904473	562.4286	4.01661	4.3735	32.21179	-29.728195	50000	-0.13493533	52.62779	2.905704	0.029710755	79.0
11	42.98389	47.27777	132.97958	-0.2278682	611.5	3.4189234	4.0550156	17.735006	-18.915432	55000	-0.13982499	42.574543	2.9101965	0.024377262	79.0
12	37.159626	32.12779	88.32148	4.128627	791.8	5.204581	4.9965024	26.525862	-27.30889	60000	-0.13857286	54.089962	2.846318	0.03267529	79.0
13	82.10147	94.60858	249.52972	-32.84272	768.8	8.837992	10.249013	38.39658	-23.587902	65000	-0.14518617	83.61135	2.8075264	0.031267226	79.0
14	42.75925	34.493454	89.41697	2.2089856	482.66666	9.717621	6.0544314	33.06526	-19.626284	70000	-0.14545046	18.492193	2.7705953	0.03726263	79.0
15	84.31779	54.25316	158.91444	20.782988	737.2	7.884561	3.665989	25.773037	-7.906974	75000	-0.1408496	101.61679	2.7245378	0.04698793	79.0
16	90.531555	56.46615	152.12477	-11.755354	822.4	8.185884	6.698051	32.215614	-29.664816	80000	-0.13986023	74.613495	2.687142	0.038491376	79.0
17	70.53329	35.429466	129.15793	29.31208	562.0	11.485244	4.362761	30.134106	-7.0765543	85000	-0.14176016	45.870975	2.6418238	0.042301185	79.0
18	85.83388	63.126503	194.08675	4.021024	532.0	10.908156	4.44642	30.76582	-8.370845	90000	-0.14586568	64.03499	2.568477	0.044728912	79.0
19	92.083786	47.777287	144.15157	15.026198	598.7143	12.428901	5.7940044	39.69816	-18.851608	95000	-0.15188469	68.52342	2.4734364	0.04222846	79.0
20	54.70906	46.72481	169.01086	10.008769	393.44446	10.478474	8.706494	34.03833	-21.027168	100000	-0.14869396	58.778824	2.4302053	0.037573494	79.0
21	102.880424	58.801212	193.43266	15.814193	599.5	15.642967	5.4323153	34.170288	-14.358526	105000	-0.14912277	58.104527	2.3889878	0.04223757	79.0
22	92.17344	67.28101	167.14053	-6.7270546	468.6	14.778872	5.457742	37.068962	-16.78758	110000	-0.14474335	67.2092	2.3563695	0.038172524	79.0
23	135.132	94.754745	260.86838	3.052588	652.6667	15.949061	6.525545	47.234734	-18.195477	115000	-0.14595774	49.491882	2.294403	0.0443818	79.0
24	134.5952	78.27946	220.5144	13.176547	702.3333	18.177294	6.91179	40.108288	-6.356146	120000	-0.15152551	53.614086	2.2562985	0.048243117	79.0
25	123.27242	46.965694	205.861	53.358112	513.1429	19.241497	8.006173	43.92155	-5.9648805	125000	-0.14561436	74.43734	2.1950164	0.04712077	79.0
26	73.110115	65.869675	198.07071	-9.84642	358.25	17.493912	6.7829275	42.4277	-24.17392	130000	-0.141098	50.037086	2.1782265	0.0351869	79.0
27	146.28389	47.718216	225.99245	84.95188	819.0	16.354294	6.9073286	41.279713	-15.968518	135000	-0.13889866	34.493195	2.1269991	0.044658363	79.0
28	213.02982	25.64352	239.90245	169.90715	837.4	19.43193	8.493106	47.521885	-27.484879	140000	-0.15115456	81.50078	2.0344155	0.045822494	79.0
29	200.88957	82.0403	323.49548	111.03894	830.0	19.20366	7.421361	43.16371	-15.715925	145000	-0.1429529	40.96	2.0468292	0.05037702	79.0
30	216.14046	102.1991	322.25735	28.440426	826.6	21.68427	10.946368	59.24053	-8.407799	150000	-0.14968283	51.196754	1.9371363	0.051390916	79.0
31	157.23282	86.898346	253.44348	35.794205	710.0	26.770897	6.933247	53.549465	2.2252972	155000	-0.14179824	56.47842	1.9232203	0.036902588	79.0
32	207.85078	42.529408	267.07657	147.76991	1000.0	21.061651	7.458148	46.627804	-1.8729105	160000	-0.14983223	62.79106	1.8636068	0.04199422	79.0
33	230.93779	43.942505	281.36172	180.36893	1000.0	19.874477	7.5743327	47.54102	-12.949566	165000	-0.14788222	56.927086	1.8265371	0.04287258	79.0
34	197.2651	110.65698	315.4673	2.7984846	743.4	24.818357	4.8964105	46.97461	-3.1011295	170000	-0.14356837	52.763973	1.7792672	0.04783153	79.0
35	124.46878	75.12252	254.52919	38.53472	474.5	25.12178	7.504067	48.01664	-8.851417	175000	-0.14500213	66.96987	1.7041137	0.045343764	79.0
36	164.13957	86.22779	267.6821	61.046387	565.8333	19.662952	11.644744	50.68114	-19.251131	180000	-0.15163086	89.69377	1.6461234	0.054292273	79.0
37	226.59961	106.87649	361.21008	33.109325	748.8333	27.773493	5.965703	48.68637	-3.153297	185000	-0.149996	71.73569	1.5798426	0.0550906	79.0
38	251.40515	111.70927	397.06537	98.71533	738.2	27.625622	7.157849	53.316025	-1.4043096	190000	-0.14851387	52.205967	1.5369706	0.05656695	79.0
39	219.24393	82.565445	303.94147	68.74767	828.4	28.660162	6.2650847	49.044518	6.934106	195000	-0.14767781	70.425705	1.4836062	0.049311176	79.0
40	262.55524	141.80705	427.47256	85.036	725.6	28.883709	8.000829	56.288292	-2.043505	200000	-0.14174752	88.50346	1.4340941	0.05344034	79.0
41	326.14398	54.65499	414.2531	253.08626	912.0	33.42325	9.52584	68.363205	2.4162123	205000	-0.14241655	66.38887	1.3794245	0.03578868	79.0
42	324.10947	27.716667	362.26205	294.2151	1000.0	32.485653	5.9065	60.038425	8.424577	210000	-0.14745007	38.603863	1.3376303	0.05102068	79.0
