Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	AverageQ2Vals	StdQ2Vals	LogPi	LossPi	LossQ	Alpha	LossAlpha	Time
1	2.7322857	5.9103036	30.432781	-11.303662	361.47012	14.0570965	386.41025	338.4997	21.437769	218.6	4999	14.5712185	11.815154	14.57016	11.814574	2.2024765	-17.33694	1.4273697	0.14113891	0.5956173	40.83941054344177
2	2.198894	6.156807	37.472527	-8.861138	766.1752	311.39075	1032.4596	300.02502	20.251013	725.55	9999	63.510056	28.536474	63.511112	28.541769	6.343978	-70.716225	11.606337	0.13377044	-0.046197597	88.3090488910675
3	136.20514	157.51004	444.62375	-85.41627	141.85513	111.29214	340.97977	15.4260845	162.53334	208.0	14999	116.80749	31.233877	116.81058	31.22203	5.2238755	-123.76721	31.931953	0.109518655	0.080958284	135.31105279922485
4	120.19907	109.56749	334.90353	-4.4021654	186.61899	94.25962	413.61966	17.478346	207.45833	214.85	19999	119.38978	30.049784	119.388176	30.04309	5.8449454	-124.0539	33.10865	0.050390676	0.008391426	182.0294418334961
5	124.6178	98.44308	323.65308	-13.25357	52.98275	107.39454	376.35654	-119.87763	153.45454	232.25	24999	116.263336	32.29328	116.263664	32.272175	6.0054445	-119.95405	36.331436	0.04715633	-0.0002433156	232.05267429351807
6	170.85881	205.62288	821.9912	-87.15411	327.11642	201.48436	738.6353	-46.88235	192.53847	431.95	29999	112.44474	34.288204	112.443886	34.277573	6.011231	-115.460236	33.164055	0.04752982	-0.0005256626	283.25668144226074
7	271.11145	139.38084	628.8132	9.957436	120.78495	98.64018	329.41245	-45.75625	225.0	249.25	34999	108.92135	34.73669	108.92165	34.726624	5.9794893	-111.543175	29.44085	0.049388293	0.00097471254	330.1578378677368
8	285.0591	119.090385	524.3208	24.683065	342.65002	80.76582	484.9583	122.58341	252.4	246.8	39999	107.27622	32.99894	107.277435	33.0121	5.9849043	-109.46341	24.06878	0.043593224	0.0006696585	376.72504568099976
9	331.72455	149.47899	602.4591	5.9908247	335.8785	103.407295	590.5878	154.3317	206.41667	188.05	44999	104.30439	31.758347	104.3058	31.76821	5.999464	-106.1435	20.872965	0.04276034	3.0549334e-05	424.83988857269287
10	312.57193	133.07443	682.0775	26.59059	323.27383	154.13379	670.99634	44.459896	189.07408	208.7	49999	102.49924	30.882711	102.501625	30.885805	5.9961805	-104.144325	17.787994	0.041722212	0.00016877563	475.39908599853516
11	225.77798	204.74255	889.0088	-101.928986	277.5507	151.05492	603.20276	66.64143	195.92	178.85	54999	101.64565	30.732092	101.64714	30.73459	5.98903	-103.09588	16.804527	0.041071072	0.00045846123	521.9743664264679
12	299.63837	122.0175	621.7579	118.20326	275.71902	173.75017	651.70026	25.336483	179.78572	223.5	59999	100.21119	31.114141	100.21217	31.11949	5.997728	-101.51735	17.639338	0.040190972	9.768993e-05	569.3090353012085
13	298.93127	119.5757	567.9286	32.198837	289.1258	116.469215	582.1498	11.28411	187.33333	172.45	64999	100.19004	31.326313	100.191	31.334736	5.9985175	-101.43945	17.557772	0.040555988	6.550591e-05	615.9705066680908
14	245.178	111.00932	478.21133	4.7356696	323.87006	156.8019	579.39386	22.789907	146.17647	165.85	69999	100.22732	31.418884	100.22785	31.429073	5.998512	-101.36236	17.33222	0.039471984	6.551611e-05	665.286078453064
15	281.15668	122.45071	644.39996	14.944499	389.20193	139.54971	661.2969	157.74092	152.06061	213.85	74999	99.74411	31.698576	99.744286	31.711157	5.989665	-100.81677	16.952478	0.039165203	0.00040630103	713.6261489391327
16	317.18668	168.20062	985.27356	109.93742	352.20633	163.50676	643.09406	-44.94702	183.66667	239.55	79999	99.82348	31.670794	99.82425	31.682152	6.011683	-100.81213	16.20617	0.03893837	-0.00044500828	760.2846810817719
17	272.6914	172.43236	668.56586	-12.34977	341.39078	171.36185	657.4811	44.313004	224.45454	213.75	84999	99.71966	31.550232	99.72058	31.557465	6.0049634	-100.66028	15.912661	0.040737294	-0.00019099023	806.8154172897339
18	346.54477	144.71962	669.64075	21.99321	262.75153	151.48524	631.3041	-35.11165	221.13043	193.8	89999	99.493454	31.643547	99.49423	31.653975	5.999222	-100.39282	16.521763	0.041066945	3.838017e-05	856.3581221103668
19	390.14062	175.23581	802.0176	121.26029	306.96497	180.86519	585.6563	26.21624	219.91304	199.05	94999	100.18106	31.73247	100.18227	31.738602	5.996959	-101.0804	16.848894	0.04007983	0.0001283446	904.5648665428162
20	332.28577	159.65308	642.1632	10.999359	401.59406	203.55833	899.1695	180.465	188.8	228.35	99999	101.17056	31.85863	101.17105	31.862576	6.0035	-102.024666	17.029547	0.03969517	-0.00013379156	951.2296392917633
21	355.33984	160.03873	774.63446	127.01296	378.13242	148.50557	714.74554	164.15718	192.57692	219.2	104999	102.0528	31.832008	102.05362	31.836952	5.999761	-102.881676	16.732775	0.0402781	1.7335797e-05	997.6553537845612
22	408.7973	205.49557	1005.9623	134.02074	407.64334	267.52408	902.9189	68.61972	206.28	241.55	109999	103.10265	31.99749	103.10335	32.002438	6.006189	-103.89513	16.234425	0.040598128	-0.0002467289	1047.4183270931244
23	338.16684	189.53142	848.4719	55.839886	374.70746	106.617195	577.9306	237.01497	190.26923	183.65	114999	104.17361	32.040276	104.17422	32.04273	6.0045657	-104.91975	15.7483	0.04198851	-0.00018392086	1096.1504304409027
