Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	AverageQ2Vals	StdQ2Vals	LossPi	LossQ	Time
1	1.9880868	6.05771	39.1385	-9.777767	69.03397	14.486443	108.61547	46.419125	20.296747	182.45	4999	7.558777	7.0428967	7.559387	7.042778	-10.589054	0.2820152	28.199963569641113
2	2.4169257	6.085038	36.8398	-8.992289	66.27635	88.53163	450.0781	30.547575	20.665289	177.55	9999	35.566463	14.287497	35.56714	14.290754	-41.113316	2.7741551	66.93397855758667
3	194.81516	176.92981	653.28265	-6.3742843	-10.922354	38.481995	78.986275	-101.69182	196.84	90.45	14999	69.69018	20.264254	69.690735	20.25833	-75.464	9.609541	100.58673572540283
4	107.640305	98.408554	301.3724	-87.50197	150.71344	91.7798	274.1447	-68.20966	150.48485	142.75	19999	89.37429	20.606081	89.37391	20.595007	-93.49229	12.531011	139.45984721183777
5	151.61403	106.26864	336.22736	-150.70232	224.3503	96.50136	405.47122	47.052315	145.54546	201.0	24999	94.86216	20.926027	94.8624	20.911795	-98.1076	13.268375	173.51297283172607
6	154.55519	102.35796	367.67596	-27.129803	88.63393	89.05846	303.49796	14.568674	137.23685	112.05	29999	97.2775	21.040602	97.27801	21.037134	-100.073784	14.194128	212.4408895969391
7	93.814415	120.194145	516.5848	-64.49107	242.42342	186.75264	678.6503	36.767452	146.14706	239.7	34999	98.84927	22.4426	98.84941	22.442982	-101.2973	14.595078	247.3214774131775
8	234.75116	127.45871	542.94574	43.887714	141.7916	30.752554	243.11139	111.266014	185.18518	80.3	39999	98.9227	23.753521	98.92317	23.742947	-101.23061	15.016634	285.5377073287964
9	228.06003	127.07975	516.7579	-67.28811	177.23105	119.96353	583.8053	18.003315	158.78125	149.9	44999	101.295685	25.113392	101.29612	25.101475	-103.53115	16.007872	319.33648204803467
10	205.1892	85.03301	384.95377	13.577615	103.62203	16.716164	152.4413	74.4424	118.68293	72.65	49999	103.757385	27.570015	103.75771	27.557	-105.9224	17.017958	357.34238719940186
