Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	PolicyLoss	ValueLoss	Entropy	AvgKL	StopIter
1	25.472857	23.241344	177.4606	7.2715864	22.504587	0.09344092	0.089121886	0.5143046	-0.34864354	5000	-0.04706466	259.1933	1.5043689	0.013504626	79.0
2	44.26267	43.23825	237.31209	7.2254233	33.148647	21.91274	11.242555	67.62625	-1.8399223	10000	-0.054057032	651.7215	1.4718816	0.02419747	79.0
3	74.34824	53.37041	220.99481	10.464969	45.819046	38.483807	13.554943	69.15044	-10.111183	15000	-0.05340338	832.0227	1.430278	0.022365097	79.0
4	111.523	68.34254	277.78586	8.7171135	59.74074	48.424286	12.367047	76.4915	-0.9476981	20000	-0.0518917	1073.7488	1.3942746	0.013341974	79.0
5	167.28242	64.8003	251.37068	12.491742	78.68852	63.409893	19.066324	100.444496	-3.7496915	25000	-0.04687226	617.8977	1.3709339	0.0072480673	79.0
6	183.02264	51.35315	228.63869	30.006264	84.22807	82.76792	30.108185	122.764145	-4.4005857	30000	-0.0477364	446.80746	1.3444562	0.01082738	79.0
7	206.39575	24.859085	235.89261	42.836742	93.13725	85.1108	32.1969	124.30194	-5.638926	35000	-0.03833873	83.04589	1.3123883	0.010908547	79.0
8	205.21213	29.044153	227.40079	18.256937	91.745094	92.0612	35.819714	135.79375	2.384979	40000	-0.030652154	76.98533	1.2933545	0.0070368713	79.0
9	200.05196	35.202797	227.21864	41.463963	89.830185	91.71222	36.277065	134.69783	1.8307395	45000	-0.03599453	175.2947	1.264939	0.01096441	79.0
10	214.47621	7.7824993	234.05576	192.30472	95.1	90.69416	35.53248	129.9827	2.3874307	50000	-0.046609372	8.1478815	1.222212	0.009769931	79.0
11	215.52357	11.080595	251.66505	173.2665	96.4898	93.99732	36.521698	135.79753	1.887397	55000	-0.03618643	36.962154	1.2280444	0.0088734375	79.0
12	219.06876	7.5029473	236.37201	196.07782	98.64	91.85193	37.627968	134.43651	1.986299	60000	-0.04617469	11.926818	1.1740581	0.009496983	79.0
13	219.27805	10.248662	245.45656	185.75035	98.68	93.57035	37.83604	135.24226	1.0731219	65000	-0.038248926	36.987476	1.1808136	0.007895987	79.0
14	223.8962	5.8519	237.44385	211.1905	101.6383	92.48787	38.66868	136.33862	0.25642312	70000	-0.039914925	8.985094	1.1599966	0.013133508	79.0
15	224.05711	4.7049956	235.49248	210.56291	101.8	93.96571	38.7796	135.63513	0.6489137	75000	-0.042281907	5.819029	1.1203464	0.00971875	79.0
16	228.40697	11.528959	273.1086	213.95569	103.244446	93.72065	39.37391	136.52965	-4.5717807	80000	-0.042833846	34.74595	1.1059892	0.019822937	79.0
17	226.38435	7.6588135	253.10927	203.65894	102.577774	96.317055	38.71877	139.18913	1.2972713	85000	-0.03943598	19.803137	1.0978554	0.011908496	79.0
