Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	AverageQ2Vals	StdQ2Vals	LogPi	LossPi	LossQ	Alpha	LossAlpha	Time
1	-270.18793	48.645676	-198.70534	-348.2545	-89.80611	59.178135	43.242672	-214.7248	1000.0	1000.0	4999	3.5816636	2.4151688	3.5811617	2.4144592	-2.2913601	-4.241064	0.35167694	0.12752832	1.0843565	31.2643620967865
2	-294.46545	59.160587	-221.53584	-365.4231	-351.7228	100.26585	-201.58145	-573.8772	1000.0	1000.0	9999	12.779584	6.827792	12.779338	6.827873	3.3837821	-13.817703	0.9010498	0.05702767	0.16839589	68.20485210418701
3	-204.62357	83.468025	-64.93752	-320.5281	-93.49284	28.082527	-32.78541	-152.95331	1000.0	1000.0	14999	21.274996	10.958738	21.275356	10.95911	3.8816626	-21.778526	1.3097789	0.02753935	0.05621045	107.00274395942688
4	306.4905	192.8802	537.4869	67.21594	591.8307	115.74429	853.66473	333.2036	1000.0	1000.0	19999	19.16132	13.387238	19.161716	13.386539	5.12889	-19.408562	1.117081	0.010162468	0.009962928	145.70358633995056
5	927.17694	284.05438	1230.4045	466.1288	1446.3782	136.36147	1704.2576	1159.8413	1000.0	1000.0	24999	21.287163	15.144627	21.287556	15.145741	6.1011977	-21.536001	1.2105649	0.009528478	-0.0010138673	184.3824119567871
6	1978.4528	336.655	2448.4673	1523.6315	2511.8499	175.0319	2799.2021	2140.6606	1000.0	1000.0	29999	29.585268	20.774548	29.584766	20.77784	6.180622	-29.931156	2.3527784	0.019981457	-0.0035271836	222.88194131851196
7	2138.599	698.688	2760.2183	858.23724	2475.6558	799.07996	3154.814	-2.9931943	1000.0	1000.0	34999	46.126617	29.497429	46.12551	29.502222	6.081947	-46.55445	4.400201	0.035303477	-0.0027680178	261.5798809528351
8	2803.098	515.0762	3254.4387	1810.0383	3279.9797	187.35822	3587.675	2958.0278	1000.0	1000.0	39999	64.07496	38.427982	64.07341	38.432476	6.0322475	-64.44062	6.0051713	0.04258228	-0.0013891913	300.0842316150665
9	3009.2314	612.3482	3452.638	1808.6913	3576.5254	298.61917	4261.4917	2840.7197	1000.0	1000.0	44999	82.887634	47.83543	82.886505	47.838802	6.0539093	-83.20936	7.957064	0.052349806	-0.0028336751	338.7310223579407
10	3434.6836	142.78232	3697.7136	3279.4963	3780.7573	706.7289	4351.241	822.39404	1000.0	1000.0	49999	103.17792	55.714413	103.177124	55.717293	6.0442414	-103.45203	10.01685	0.065312974	-0.0029017383	377.40893149375916
11	3764.614	283.6103	4111.696	3438.5776	4027.14	679.58386	4513.5776	1158.1965	1000.0	1000.0	54999	123.06199	61.275097	123.06164	61.276127	6.0276985	-123.26813	11.213116	0.077908315	-0.0021363057	416.0012197494507
12	4039.1992	110.305336	4248.8594	3936.7158	4234.2173	134.11813	4499.803	3934.1907	1000.0	1000.0	59999	141.8637	66.00283	141.8638	66.00275	6.021304	-142.0101	11.679436	0.08657629	-0.0018387047	454.5611231327057
13	4041.599	59.070717	4103.9473	3960.5825	4534.589	155.87805	4765.6216	4090.9492	1000.0	1000.0	64999	159.6374	69.74402	159.63728	69.74343	6.022493	-159.73212	12.031688	0.09634364	-0.0021519202	493.1246528625488
14	4273.701	114.09261	4407.1685	4064.7754	4684.7173	150.22102	5110.9253	4468.454	1000.0	1000.0	69999	175.98642	72.43681	175.98634	72.435646	6.0151873	-176.00333	12.239925	0.105528854	-0.0015828665	531.6378779411316
15	3707.6978	1525.2288	4731.203	673.60583	4754.816	157.63832	5029.8726	4410.6465	1000.0	1000.0	74999	190.22356	74.74698	190.22356	74.745346	6.0106874	-190.1703	12.264548	0.1119881	-0.0011798594	570.2011404037476
16	4519.642	86.48495	4593.818	4376.466	4929.075	78.76378	5060.8276	4766.3467	1000.0	1000.0	79999	200.8465	79.21121	200.84637	79.20915	6.007581	-200.72876	12.536422	0.11506833	-0.0008721284	608.6870777606964
17	4671.419	48.669613	4752.3047	4611.453	5088.03	165.80968	5412.8896	4751.6934	1000.0	1000.0	84999	212.3932	82.26973	212.39328	82.2678	6.01165	-212.20973	12.713463	0.12224718	-0.001406713	647.3368351459503
18	4863.46	160.60712	5161.9067	4686.1646	5087.2114	702.9777	5407.1455	2043.7201	1000.0	1000.0	89999	223.41682	84.47421	223.41682	84.472534	6.017187	-223.1861	12.957612	0.13010255	-0.0022222311	685.8740491867065
19	4941.5493	95.66987	5086.849	4794.5044	5321.208	128.0918	5598.9595	5075.7695	1000.0	1000.0	94999	233.64975	86.24368	233.64987	86.24259	6.0073185	-233.37355	13.151175	0.13773306	-0.0009936457	724.3972940444946
20	5032.956	71.66377	5114.1465	4939.9365	5214.7104	724.8295	5691.705	2139.151	1000.0	1000.0	99999	243.4624	87.13166	243.46263	87.13059	6.0081835	-243.14806	12.942589	0.14311287	-0.0011541493	762.9510087966919
21	5167.8066	97.24347	5338.963	5049.84	5612.757	200.06493	5923.0317	5250.302	1000.0	1000.0	104999	252.51898	87.74003	252.51912	87.739716	6.0068693	-252.15965	12.904714	0.14812964	-0.00100107	801.4312512874603
22	5297.8896	119.063774	5458.4795	5193.983	5679.312	124.43729	5994.481	5453.636	1000.0	1000.0	109999	261.20224	88.0478	261.20258	88.04718	6.003177	-260.8058	12.688291	0.15132311	-0.00046842545	839.8894553184509
23	5278.737	120.17558	5465.5166	5134.6704	5773.415	132.53282	6012.0693	5527.3325	1000.0	1000.0	114999	269.659	88.09819	269.6592	88.09807	6.004476	-269.23782	12.852264	0.15438223	-0.0006764896	878.3593609333038
24	5459.801	134.4452	5633.7705	5276.5537	5965.5596	190.57422	6408.223	5524.086	1000.0	1000.0	119999	277.66803	88.45559	277.66833	88.45559	6.0026016	-277.22076	12.859311	0.15721022	-0.00039484035	916.8571789264679
