Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	AverageQ2Vals	StdQ2Vals	LossPi	LossQ	Time
1	-73.912315	115.57795	37.833393	-442.33655	-15.446918	237.3887	741.54047	-390.78064	203.125	430.85	4999	1.4603374	3.0502286	1.4602755	3.0495126	-2.5307302	0.13882636	44.807177782058716
2	-55.71657	84.89308	34.7072	-363.6445	-80.99474	218.36574	-10.355032	-1030.6968	173.125	39.3	9999	16.780828	9.293078	16.78084	9.293638	-19.850458	1.2041744	87.3532292842865
3	-61.2784	73.5484	19.435215	-388.199	-49.87806	104.54112	62.11831	-275.48154	100.27586	265.65	14999	37.445568	7.1463513	37.445305	7.1485047	-39.386574	4.145174	137.94678688049316
4	-86.276695	127.615524	18.85599	-307.2439	-4.940155	45.21508	39.876846	-181.60258	351.0	112.75	19999	43.817547	7.6320295	43.81762	7.63096	-45.51417	3.6128488	188.47935104370117
5	-36.212864	111.0818	99.15874	-331.4836	-19.033718	105.244835	125.08351	-327.6286	229.66667	224.45	24999	46.545776	9.255435	46.545757	9.2568445	-47.959805	4.2968493	239.24082684516907
6	-5.8050537	95.102196	111.26373	-247.47981	-23.968992	91.57852	122.0328	-211.08955	244.66667	310.3	29999	47.194527	10.701964	47.195038	10.70324	-48.403862	4.8335123	290.14906907081604
7	45.601585	109.85087	258.5482	-140.70201	7.4993773	49.77817	94.297035	-100.34713	363.53845	359.55	34999	46.58687	11.947435	46.587387	11.947807	-47.71724	4.353074	341.23378705978394
8	70.26253	117.01725	453.211	-68.12467	68.783554	54.566055	199.58246	-11.057137	379.06668	301.4	39999	45.56001	12.839296	45.560455	12.836786	-46.559322	4.255446	392.22250485420227
9	105.84626	71.2375	259.46967	6.82664	171.01117	113.61916	346.7784	11.323704	256.4737	298.55	44999	44.136467	14.180821	44.13668	14.179854	-45.0474	4.1181693	442.76088762283325
10	179.18823	166.68834	572.44037	1.3616697	306.7071	195.27246	626.1528	28.978092	410.91666	524.8	49999	42.572083	15.459789	42.572796	15.457209	-43.443977	3.7993894	493.77185106277466
11	240.54686	188.86015	654.0626	8.677783	340.21262	265.93652	771.77997	12.036211	375.41666	518.8	54999	41.6824	16.753714	41.682564	16.754723	-42.500275	3.425934	545.5070352554321
12	421.8421	171.26247	613.5145	77.39156	367.62503	288.84946	767.2148	5.501722	669.0	502.45	59999	41.137074	17.687912	41.13728	17.68799	-41.897957	3.1859744	597.0748994350433
13	327.0418	261.88693	819.5759	17.978142	463.5957	353.84137	922.91205	32.235695	471.8	557.95	64999	40.783154	18.393806	40.78321	18.393	-41.54835	2.960664	649.0979578495026
14	308.0068	280.58206	848.04974	22.568232	416.5451	360.98322	917.31445	16.840326	369.0	449.45	69999	40.955776	18.98175	40.956	18.98079	-41.70958	3.0085006	701.1415357589722
15	321.80176	293.55774	729.76337	6.490548	399.63184	364.93878	1344.8252	20.117258	451.6	379.4	74999	41.657745	19.25444	41.658237	19.253904	-42.414608	2.960779	753.171710729599
16	433.55368	336.34018	1044.7491	44.68629	442.48602	319.5999	962.4935	92.44729	472.0909	493.8	79999	42.6654	19.475435	42.665604	19.474024	-43.400932	2.8933434	805.1146192550659
17	757.6016	266.1438	1141.2028	256.47342	536.3868	417.29272	1138.4928	42.541737	866.8333	592.95	84999	43.668163	19.634298	43.668232	19.633547	-44.374447	2.6054375	857.2009799480438
18	405.3906	333.3483	937.8564	44.015156	665.79016	403.81656	1499.1085	61.915596	425.41666	622.35	89999	45.04082	19.932955	45.04123	19.932262	-45.701794	2.6293683	909.1441214084625
19	529.48914	417.7317	1271.0261	64.57604	754.8583	323.48917	1297.8208	103.40531	553.0	744.2	94999	46.250355	20.187603	46.250484	20.187399	-46.89442	2.6592882	961.1747207641602
20	788.445	411.29016	1447.656	1.4603524	645.47205	413.9792	1555.9844	77.336945	728.5714	566.75	99999	47.940575	20.607624	47.940647	20.606651	-48.617344	2.6327603	1012.7971539497375
21	858.5234	391.47653	1174.7931	21.072443	700.8062	461.19864	1794.621	48.364426	837.5	590.6	104999	49.607273	20.935257	49.607388	20.934732	-50.286263	2.6204274	1064.2245371341705
