Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	PolicyLoss	ValueLoss	Entropy	AvgKL	StopIter
1	-125.92775	53.660313	-29.94462	-185.13406	1000.0	0.49524614	0.7090367	3.683579	-1.7863512	5000	-0.117766455	134.2535	2.4409668	0.02244092	79.0
2	-150.14644	35.282585	-108.34227	-209.23639	1000.0	-10.262573	3.0323155	-0.84616995	-22.154995	10000	-0.11989471	89.07603	2.378375	0.01921373	79.0
3	-89.35661	49.989677	-21.429506	-149.3706	1000.0	-13.168977	3.5408406	-2.7820244	-33.51765	15000	-0.12116395	111.4397	2.3603723	0.018126376	79.0
4	-87.69889	46.665062	-22.647615	-165.5383	1000.0	-8.687797	3.0435016	0.39968374	-22.737799	20000	-0.11967652	69.27056	2.3567426	0.013500194	79.0
5	-68.28026	65.02641	0.8853811	-180.36555	1000.0	-7.5480804	3.5144734	3.341917	-27.974386	25000	-0.12640782	90.19782	2.2731304	0.034390178	79.0
6	-43.75514	75.149895	25.965082	-169.00024	1000.0	-6.302218	6.646733	8.491623	-33.504333	30000	-0.1242282	81.50321	2.2291977	0.03604881	79.0
7	-60.619026	62.031216	-1.0374441	-139.99864	1000.0	-7.0425577	9.878692	13.621116	-29.59024	35000	-0.12319441	33.32829	2.168181	0.030255398	79.0
8	-35.670437	21.918083	-8.1174755	-69.609024	1000.0	-3.829814	4.780617	8.5085335	-22.638151	40000	-0.117836185	38.174995	2.158571	0.03602993	79.0
9	-13.186981	45.6699	40.10042	-98.00058	1000.0	-4.1665626	8.568481	12.594757	-24.629929	45000	-0.12439453	48.83167	2.102148	0.041534882	79.0
10	30.411322	41.86924	68.23476	-39.033123	1000.0	1.412772	5.451836	16.038382	-21.144161	50000	-0.12278287	66.34031	2.1118016	0.025277244	79.0
11	31.94396	34.26123	69.99519	-31.987167	1000.0	1.1962628	4.929044	17.5889	-12.9087305	55000	-0.12422268	47.58026	2.0840418	0.040099412	79.0
12	31.15715	76.10735	174.84222	-30.699661	1000.0	-0.46338087	5.764498	24.402664	-14.307605	60000	-0.11182562	56.26205	2.0292704	0.037962172	79.0
13	66.28238	61.303467	180.95122	-3.0603735	1000.0	3.0824316	7.4287114	37.462086	-14.409835	65000	-0.1133073	32.80615	1.9965137	0.037840813	79.0
14	70.76089	39.51375	136.66794	29.432524	1000.0	7.560914	8.68995	45.222973	-8.303041	70000	-0.11633681	51.35177	1.9553617	0.029657925	79.0
15	83.63229	32.235382	126.17543	47.324844	1000.0	5.8428845	9.286212	33.752937	-20.463823	75000	-0.12091233	56.2447	1.8640841	0.03995405	79.0
