Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	AverageQ2Vals	StdQ2Vals	LossPi	LossQ	Time
1	20.054432	3.0025485	31.844797	11.647486	50.558178	5.923442	60.653732	39.454914	12.065217	35.85	4999	9.803223	6.561903	9.803115	6.561508	-11.059156	0.23199603	27.65617609024048
2	19.98424	3.0656865	35.38812	9.185117	26.936136	1.8541272	30.169502	23.549582	11.885715	32.4	9999	19.6452	11.156832	19.64525	11.156207	-21.777925	0.24393982	64.71768808364868
3	95.290855	31.131805	242.11534	16.756092	118.30998	6.709598	127.934166	108.253105	60.33735	64.45	14999	32.791706	15.591254	32.791664	15.590419	-35.670914	1.6844269	101.38848948478699
4	124.176445	9.725967	148.12056	91.93011	134.66367	8.643136	153.32713	120.214386	66.05334	72.05	19999	43.40551	18.426935	43.405735	18.42393	-46.074554	1.4646416	141.279625415802
5	134.48112	25.81158	237.1791	95.90391	179.83662	14.662715	207.9239	140.84769	71.77143	96.7	24999	52.648643	21.231627	52.648464	21.228125	-55.371124	2.0662892	178.1475694179535
6	168.51355	36.618027	274.96262	92.344154	174.55002	21.660896	230.4206	150.89359	94.28302	95.95	29999	59.9163	23.847652	59.91608	23.844889	-62.47465	2.5183864	219.00666046142578
7	285.29355	202.59706	1226.2616	134.54933	1103.097	16.110037	1130.8816	1062.13	178.51852	1000.0	34999	64.96493	26.22759	64.96517	26.224	-67.43972	2.7806268	267.12191438674927
8	705.4021	352.54007	1433.7115	180.85738	920.89844	467.96875	1620.9147	258.94534	481.6	593.95	39999	69.46462	27.485722	69.464745	27.481543	-71.77641	2.6069665	317.7735221385956
9	1024.6763	415.3367	1372.8201	133.72824	862.2583	442.33255	1471.7363	150.37506	713.4286	629.0	44999	73.80793	28.089834	73.80799	28.086454	-76.02191	2.6081922	368.9599916934967
10	785.0935	463.3476	1645.3899	231.6522	813.3503	557.63824	1577.7909	134.07094	560.25	552.55	49999	78.25536	28.63557	78.25548	28.632456	-80.39482	2.7605808	416.950243473053
11	1051.4835	603.4364	1682.5046	210.94202	1599.2189	349.21228	1757.387	212.94012	642.875	940.2	54999	83.13217	29.308115	83.13249	29.30452	-85.15516	2.813443	465.71276664733887
12	1512.4156	208.10684	1644.1217	1050.8142	1826.5183	33.998524	1886.9065	1772.971	948.6667	1000.0	59999	87.71131	29.993196	87.711494	29.989721	-89.613716	2.746136	518.604062795639
13	1769.082	156.22449	1973.2352	1520.5353	1750.9869	25.822584	1781.7074	1699.4575	1000.0	1000.0	64999	91.81802	30.701101	91.818245	30.69844	-93.617485	2.7027414	566.416834115982
14	1737.0183	429.30212	1999.6012	881.9603	1946.1117	27.239414	1992.1493	1896.4429	888.8	1000.0	69999	96.42421	31.589066	96.42449	31.586294	-98.168335	2.7096224	614.5237066745758
15	1797.3239	543.8376	2082.401	583.0867	2016.4678	20.791796	2049.1052	1973.4481	880.1667	1000.0	74999	101.49335	32.459656	101.49355	32.456272	-103.21444	2.7678726	666.7181084156036
16	1811.3834	402.08936	2037.9215	1007.7943	1832.8418	327.75702	1946.1831	406.62042	892.0	959.75	79999	106.57879	33.31939	106.57904	33.316586	-108.23933	2.8400486	715.9321584701538
17	1824.5731	434.65594	2044.514	855.3394	1936.5059	24.31445	2005.7515	1895.0823	895.1667	1000.0	84999	111.532524	34.137627	111.53255	34.13524	-113.13207	2.822182	763.7825779914856
18	2058.314	100.37145	2167.0505	1887.2198	1614.2036	515.4561	2292.3015	751.9972	971.4	709.0	89999	116.23878	34.845703	116.23888	34.843235	-117.9133	2.843373	814.55055975914
19	2077.8699	275.76328	2244.3828	1464.1952	2244.3574	43.240963	2375.7302	2165.45	939.3333	999.9	94999	120.54842	35.682617	120.54872	35.679604	-122.11319	3.0131648	865.5658695697784
20	1823.53	619.9812	2252.1997	633.7841	2152.3743	242.43349	2301.0742	1224.2837	820.8	959.2	99999	124.6866	36.4657	124.68683	36.462692	-126.25437	2.9981134	913.4967358112335
