Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	AverageQ2Vals	StdQ2Vals	LossPi	LossQ	Time
1	-282.48477	58.558968	-215.02124	-349.90924	-552.8222	44.510376	-405.92606	-596.53326	1000.0	1000.0	4999	0.99340606	2.412654	0.9934002	2.4119816	-1.8466537	0.095898	31.53640127182007
2	-280.24966	69.67704	-160.94354	-353.79297	-451.90567	19.84903	-428.94513	-513.5809	1000.0	1000.0	9999	11.817012	6.8365307	11.817179	6.835114	-13.802764	0.47044024	68.94688487052917
3	-310.54416	110.418846	-183.93903	-481.14807	-238.5321	67.655945	-66.48761	-314.74652	1000.0	1000.0	14999	22.980421	10.286926	22.980246	10.284828	-24.22979	1.2107246	107.9554340839386
4	719.32355	338.4696	1137.3285	268.67908	1273.2844	98.28257	1431.4569	1131.4065	1000.0	1000.0	19999	27.62974	15.807562	27.629644	15.805996	-28.223969	1.1792154	146.776873588562
5	1564.9797	183.61739	1788.7769	1336.0662	2064.5544	386.57748	2331.7124	430.1555	1000.0	1000.0	24999	36.093616	19.281044	36.093727	19.279747	-36.81219	1.3674365	186.28523802757263
6	2260.0996	153.48027	2388.6716	1962.7611	1999.0775	729.73846	2590.2708	-463.28412	1000.0	1000.0	29999	48.91725	23.984335	48.91712	23.982767	-49.82985	1.9594293	224.92223858833313
7	1926.0658	799.31665	2746.0378	419.63083	2661.0747	589.2307	3020.359	140.42422	1000.0	1000.0	34999	63.719757	28.776398	63.719692	28.774397	-64.5959	2.7320368	263.5491449832916
8	2630.776	903.70276	3101.3237	823.765	3147.728	380.05362	3552.5	1957.155	1000.0	1000.0	39999	76.50174	36.0942	76.501785	36.092392	-77.31622	3.3475	303.0122368335724
9	2670.3386	1136.7866	3358.2617	404.47702	3077.6252	1151.2786	3950.2	-245.89838	1000.0	1000.0	44999	91.17169	43.88721	91.17156	43.88595	-92.09339	4.054492	342.0801706314087
10	3475.22	171.0924	3692.2715	3190.0205	3600.1145	91.45673	3719.3894	3436.3684	1000.0	1000.0	49999	107.3905	51.12104	107.390236	51.120136	-108.26167	4.7089143	381.6988275051117
11	3785.5188	98.90352	3955.362	3680.3003	3901.9663	122.3935	4150.9834	3709.6145	1000.0	1000.0	54999	124.99031	56.95167	124.98968	56.950798	-125.993515	5.2945886	420.5092122554779
12	3858.5676	166.3388	4171.2964	3696.5835	3945.9263	735.5774	4521.469	1030.0211	1000.0	1000.0	59999	142.77475	61.77415	142.77438	61.773598	-143.73607	5.9604177	459.2913222312927
13	4068.8508	77.39077	4135.635	3950.6611	3836.0833	1041.2562	4547.481	853.65265	1000.0	1000.0	64999	160.02551	65.92993	160.0251	65.9298	-160.98027	6.5439897	498.91550278663635
14	4330.48	101.83183	4459.286	4192.962	4524.5166	436.2691	4921.9014	2724.0596	1000.0	1000.0	69999	177.10182	69.546455	177.10126	69.54681	-178.01414	7.3336983	537.9637472629547
15	4419.086	117.40096	4542.923	4202.073	4304.359	994.24713	4859.157	348.52307	1000.0	1000.0	74999	193.45338	72.86106	193.45302	72.86143	-194.50229	7.9820695	576.3980937004089
