Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	AverageQ2Vals	StdQ2Vals	LogPi	LossPi	LossQ	Alpha	LossAlpha	Time
1	17.108023	3.6890233	30.387735	10.774292	59.807747	21.26119	104.045235	27.599669	14.769231	67.05	4999	12.367948	7.720351	12.367872	7.721683	-1.7287791	-13.523139	0.2532693	0.12909372	1.0277197	34.546411752700806
2	16.955824	3.6402586	34.606667	10.272059	76.16244	11.511176	85.349464	28.76944	14.540698	71.45	9999	28.40037	11.373658	28.400366	11.374928	1.771325	-30.559341	0.6913065	0.05290375	0.23703574	73.82105445861816
3	64.03802	36.82532	270.61893	16.925566	37.027157	13.693945	91.060265	26.100048	73.55882	61.85	14999	41.72756	14.310119	41.727722	14.313275	5.4572673	-44.425705	2.468834	0.027438477	0.016126234	115.19365215301514
4	83.38368	22.881372	124.676796	20.407684	90.307785	16.2692	143.37303	70.88091	81.18033	78.3	19999	51.544865	17.008766	51.545174	17.007065	5.9521966	-54.11343	2.01472	0.023327699	0.0011609567	157.40761876106262
5	71.03153	23.101429	154.79532	11.647248	181.30681	243.34564	793.3013	23.987642	67.9054	220.65	24999	54.833393	19.120388	54.83356	19.11734	5.895908	-57.015675	1.7243551	0.019555552	0.002064802	211.7902226448059
6	84.756485	43.869556	214.45612	15.798413	36.356064	26.88684	125.195946	5.4224234	92.28302	80.2	29999	54.8821	20.704046	54.882164	20.703316	6.02755	-56.8049	1.9292978	0.018418906	-0.00047904326	253.54451537132263
7	53.500084	49.128304	214.02567	8.567266	77.073364	38.570274	157.9224	28.384125	85.84746	104.25	34999	55.543907	21.268011	55.544067	21.266743	5.9956	-57.269413	2.016142	0.017685093	7.737131e-05	296.455691576004
8	86.30197	47.147434	209.87247	19.079952	369.53836	346.9663	858.08264	53.11808	101.02	431.75	39999	55.81627	22.107458	55.81615	22.10151	6.027552	-57.458363	2.130123	0.020049743	-0.0005461466	351.36032128334045
9	108.88637	65.35271	389.2093	20.518864	127.92922	43.93969	221.46889	84.28824	127.02564	118.15	44999	57.200706	22.9439	57.200943	22.940327	5.995585	-58.7928	2.351093	0.020580608	9.530516e-05	394.61696887016296
10	155.25441	76.480156	399.68323	79.879845	238.65775	244.78185	801.0121	34.824905	152.0	271.85	49999	58.118443	23.324379	58.118458	23.322317	6.009584	-59.551487	2.058095	0.021013433	-0.0001983892	449.1748445034027
11	170.64221	88.51264	550.4499	76.09954	329.29065	247.12723	893.961	25.587595	168.42857	351.0	54999	58.462486	23.788616	58.462418	23.786375	5.991684	-59.836273	1.8547379	0.020912046	0.00017941106	504.05380177497864
12	217.67929	121.20074	567.13385	44.34924	182.72542	116.64614	407.46878	10.660259	223.60869	197.8	59999	59.721226	23.864061	59.72123	23.863035	5.992379	-61.012367	1.7142117	0.019893121	0.00015898474	550.3313779830933
13	233.57191	214.35446	901.77606	25.431147	524.24365	313.78552	1000.6011	113.58812	259.05554	596.35	64999	60.89929	24.055822	60.89926	24.055809	5.9748063	-62.1039	1.6954254	0.019596811	0.00048966176	605.0157010555267
14	392.55643	249.28171	833.34393	153.60696	467.7776	271.45578	723.3697	118.9025	420.3846	624.7	69999	62.42681	24.38845	62.42674	24.387995	6.017803	-63.60873	1.7485211	0.019244501	-0.00033666886	659.802259683609
