Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	AverageQ2Vals	StdQ2Vals	LossPi	LossQ	Time
1	17.84081	16.666224	173.32985	4.876351	38.55472	1.0425926	40.50941	36.730408	21.229788	21.9	4999	5.616296	3.9174888	5.616327	3.9196172	-6.2874055	0.1136472	35.00986862182617
2	18.074232	14.396736	103.05595	3.0370646	39.181946	0.88624877	40.469734	37.0853	21.982378	22.35	9999	20.897814	10.2694845	20.897943	10.277374	-22.934841	1.3230015	80.88599157333374
3	185.0125	35.583675	216.00105	49.659943	208.41557	0.9681509	209.51682	206.37636	84.15254	90.75	14999	53.390114	25.888058	53.390606	25.899405	-57.52421	9.558725	127.3488655090332
4	204.92	35.175953	232.77628	19.717197	228.01517	1.4958061	231.7037	225.66959	90.10714	98.95	19999	86.33	32.155266	86.32935	32.173035	-90.23316	9.517727	177.9658591747284
5	233.65091	110.87957	392.9353	10.535799	384.48376	107.5063	538.9634	197.61269	97.92157	147.25	24999	110.70354	35.6336	110.702675	35.63899	-114.84508	19.144041	224.92370915412903
6	300.17252	87.9545	417.9736	148.68306	357.40277	30.10532	399.02988	321.5945	119.80488	139.05	29999	130.72615	39.83205	130.72728	39.829006	-134.76581	28.540472	275.17451906204224
7	315.2351	75.94616	432.1001	64.335625	431.99063	39.27597	494.43417	324.60648	142.97144	193.15	34999	146.71646	44.873978	146.71663	44.87829	-150.93121	30.425106	322.0696122646332
8	476.5508	106.833694	627.97375	132.67986	342.0789	195.63719	573.3933	125.31195	169.53334	147.95	39999	159.41946	50.75932	159.41928	50.755985	-163.33534	30.162516	373.30764746665955
9	494.88416	183.15463	981.7632	133.96524	670.42175	324.95795	1115.6631	161.62605	183.2963	251.95	44999	170.25343	56.445477	170.25285	56.472233	-174.15886	36.236164	422.05369424819946
10	613.77686	180.49469	1002.9692	282.39465	561.5859	56.208607	664.84814	472.7906	214.95653	183.4	49999	180.16783	61.656757	180.16667	61.685616	-183.88068	41.37	473.0420491695404
11	571.35754	138.3133	871.1027	244.77602	449.55826	16.14381	469.59393	422.44693	192.92308	152.0	54999	186.17343	65.815674	186.17393	65.834595	-189.41628	37.839123	519.6197555065155
12	486.09628	65.18708	608.3329	378.34103	573.4749	9.158627	597.61444	558.34	165.66667	190.25	59999	189.5491	68.49338	189.55153	68.50974	-192.71733	36.296143	570.667512178421
13	569.0806	68.683846	695.61194	409.18372	721.2521	59.013565	905.64465	675.56244	189.46153	233.1	64999	193.5615	71.10993	193.56291	71.126335	-196.95483	33.336174	617.2362456321716
14	685.39185	125.2042	1238.2747	548.3771	573.5336	4.7220507	579.23083	561.9517	222.78261	200.85	69999	197.04184	72.708664	197.04237	72.73051	-200.0592	31.785337	668.2142827510834
15	801.55334	254.81592	1239.6234	433.20865	1018.6162	50.58545	1122.0154	958.0532	293.375	326.2	74999	198.66707	72.57282	198.66695	72.59545	-201.34744	32.987236	716.0322022438049
16	917.1798	370.02655	1479.0009	249.30617	287.97397	5.3112345	297.48877	273.85294	315.2353	134.2	79999	199.9188	70.4021	199.91798	70.42362	-202.29573	37.08085	766.555712223053
17	758.1357	275.89493	1241.112	263.57098	952.05554	213.09149	1481.9279	713.58215	251.25	292.6	84999	200.24251	69.039734	200.24232	69.06941	-202.56677	33.98084	814.0523912906647
18	866.9678	466.21475	2000.7614	247.48676	559.2314	418.01062	1304.7316	274.80573	285.29413	207.3	89999	200.97888	68.248474	200.97906	68.26878	-203.31337	31.405262	866.125114440918
19	596.29663	535.0968	2068.642	227.67776	246.94348	8.961184	268.9868	220.03595	219.86957	122.55	94999	202.27795	67.551094	202.27792	67.577736	-204.32635	33.498196	912.6630752086639
20	601.0826	556.43695	2425.115	179.20891	1591.2932	523.0161	3283.1033	1030.8276	220.25	482.85	99999	203.53226	66.9368	203.53319	66.952354	-205.41168	34.5315	967.9573793411255
21	1168.12	656.0749	2393.7544	265.8663	730.02637	235.94537	1492.8767	284.80722	401.5	287.3	104999	204.62735	66.309	204.62752	66.33345	-206.51234	32.088825	1016.4953005313873
22	757.94635	399.67007	1617.6797	227.27525	902.2414	532.6194	1895.1385	264.10443	277.41177	314.9	109999	205.57329	65.68093	205.57294	65.70469	-207.32344	33.1533	1069.9838967323303
23	1460.5979	638.6931	2614.7415	309.5033	301.5774	1.6991019	304.48895	298.9293	471.63635	142.1	114999	205.844	64.92692	205.84357	64.94593	-207.57957	29.666348	1117.011682510376
24	1516.5424	883.2875	3098.6494	48.453064	1166.2179	206.51813	1978.6654	1053.5941	505.4	374.45	119999	207.11624	63.775974	207.11612	63.8019	-208.9092	30.38266	1170.2578678131104
25	1948.7427	750.9395	3149.5957	1057.3324	3090.9043	193.28378	3250.9792	2473.5042	621.875	964.55	124999	208.71602	62.638016	208.71567	62.660248	-210.4563	29.060785	1220.7950839996338
26	2363.152	971.939	3256.2488	1046.0638	984.1805	17.796537	1026.7362	935.74084	727.5	298.9	129999	211.39845	61.331894	211.39862	61.345657	-212.9807	27.448275	1271.5815093517303
27	1216.7576	676.78534	3210.2778	797.0714	893.2316	22.255816	956.9495	865.28064	372.7143	276.05	134999	213.90656	60.34703	213.90633	60.362778	-215.4499	26.31438	1319.5480036735535
28	1813.6337	816.7182	3137.782	1003.18726	1461.8789	241.47337	2207.4678	1067.9982	567.44446	472.15	139999	216.1056	59.639587	216.1059	59.654922	-217.5828	26.090408	1372.2193012237549
