Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	AverageQ2Vals	StdQ2Vals	LogPi	LossPi	LossQ	Alpha	LossAlpha	Time
1	-1298.2075	104.49335	-1102.994	-1393.937	-1538.5388	5.0289583	-1531.2874	-1550.598	1000.0	1000.0	4999	-0.006218544	7.330485	-0.005688072	7.330432	0.9522618	-2.2859228	1.2918113	0.13588415	0.76894283	61.219627141952515
2	-1214.908	123.87411	-1072.8583	-1425.7142	-1453.0944	36.993893	-1436.3467	-1583.3206	1000.0	1000.0	9999	72.7337	36.228172	72.73213	36.23228	6.822995	-79.53907	7.7082076	0.15731943	-0.11471982	129.4566924571991
3	-1349.181	143.517	-1165.9484	-1547.679	-784.18695	132.78589	-603.262	-1257.5752	1000.0	1000.0	14999	154.42654	20.376434	154.42613	20.38261	5.1817102	-158.19067	7.0477123	0.14592978	0.09910117	198.7810778617859
4	-1042.9788	291.75787	-575.88367	-1321.3663	-1182.6838	395.16678	378.99625	-1437.546	1000.0	1000.0	19999	141.78433	11.2052765	141.78383	11.209327	5.221858	-143.12285	2.8293517	0.054081798	0.048767142	267.5565655231476
5	-1061.4331	335.14713	-486.9011	-1389.7914	-1057.932	353.9789	330.30984	-1266.291	1000.0	1000.0	24999	116.13479	11.555873	116.13499	11.55778	6.0031896	-117.50365	2.053268	0.04769819	-0.00019778233	336.1831622123718
6	267.88443	117.54599	426.2232	134.51465	552.44885	73.31536	650.25323	403.4496	1000.0	1000.0	29999	91.71687	14.343364	91.717026	14.34298	6.000403	-92.90371	1.7362678	0.053116698	-1.6351843e-05	406.76515913009644
7	559.3642	28.810534	602.06195	529.81305	78.07589	773.8051	650.21875	-1566.3052	1000.0	1000.0	34999	76.74918	15.993286	76.74929	15.992711	5.9944105	-77.85037	1.3953222	0.04896614	0.0002785905	477.84778118133545
8	605.51825	12.7088995	626.84094	592.22217	567.0788	117.57274	655.9259	367.06592	1000.0	1000.0	39999	69.621185	16.187239	69.621254	16.186956	5.9618497	-70.67844	1.011671	0.043927033	0.0016562156	547.7079455852509
9	623.39795	26.68156	654.68524	588.9572	552.1292	291.11646	643.1046	-715.4916	1000.0	1000.0	44999	64.52488	15.707258	64.52494	15.707816	5.998608	-65.40811	0.7731053	0.037722833	5.963192e-05	615.1153090000153
10	665.1387	8.065392	675.38403	653.0576	576.4943	135.93431	740.39276	275.5845	1000.0	1000.0	49999	60.398624	14.455327	60.398636	14.456114	5.9567184	-61.193718	0.66662824	0.03455398	0.0015013989	684.3444974422455
