Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	AverageQ2Vals	StdQ2Vals	LossPi	LossQ	Time
1	16.787117	3.3556364	31.276443	10.716752	53.64743	22.394146	92.42281	23.82413	14.181818	43.7	4999	7.7191973	4.895047	7.7190638	4.8954034	-8.764079	0.0850009	35.467047929763794
2	16.983639	3.4990094	32.35995	10.644837	11.965233	4.927477	21.894201	6.3462796	14.417868	22.45	9999	19.369041	7.6523395	19.36899	7.6535068	-21.226034	0.3880261	74.76763725280762
3	33.319733	29.655426	126.947136	8.592808	74.931656	8.983128	104.16146	64.164536	33.62838	62.45	14999	31.031704	11.862937	31.031548	11.863592	-33.491093	1.6882657	117.98776626586914
4	71.50254	23.706264	154.5058	23.663374	60.82068	3.8435366	69.72913	51.700172	72.85507	57.65	19999	40.154396	14.9051895	40.15442	14.90513	-42.68416	1.701084	160.96877431869507
5	88.547066	52.99627	403.52097	30.19076	85.76873	22.33249	127.89391	39.619923	91.833336	78.95	24999	45.236164	17.138304	45.236	17.14009	-47.50452	1.6584481	205.06170010566711
6	108.9169	69.71208	414.57446	40.94964	86.10696	10.331856	111.81829	69.62299	104.875	72.55	29999	48.237064	18.77282	48.236862	18.773327	-50.330173	1.642616	250.07667088508606
7	77.34201	24.89392	144.62006	16.752537	72.37659	14.101673	87.99919	27.541597	77.984375	61.6	34999	50.58265	19.870445	50.582695	19.871325	-52.555187	1.8056222	293.4038200378418
8	103.006676	98.08658	700.57043	12.010046	87.32173	27.743841	153.07394	17.580492	104.458336	83.3	39999	52.41084	20.914494	52.410667	20.915083	-54.290764	2.1185892	338.29188108444214
9	95.68782	106.11664	772.0009	0.78578496	175.07515	219.00598	824.57416	31.435698	106.02128	205.9	44999	54.064564	22.1615	54.06455	22.16261	-55.806423	2.4421608	400.28713965415955
10	202.48674	214.96342	818.15515	18.014217	216.1191	248.39551	805.6696	83.76508	232.71428	237.1	49999	55.056942	22.795732	55.05677	22.796404	-56.68616	2.3029976	461.73680090904236
11	134.8723	37.944214	273.38052	80.42403	140.30502	21.14785	174.51003	103.26519	120.45238	126.9	54999	56.343792	23.251324	56.34372	23.250835	-57.960964	2.2996354	507.56252574920654
12	151.90836	55.58267	326.4131	45.071594	131.2457	45.816704	209.67061	52.224277	142.0	137.8	59999	57.29519	23.795832	57.29525	23.797092	-58.84025	2.3578794	554.8502585887909
13	236.17451	159.331	637.3933	87.95056	517.6159	370.76892	1021.3927	33.606365	218.81818	564.25	64999	58.0717	24.142532	58.07146	24.144844	-59.550877	2.3121276	616.4840478897095
14	511.2412	288.45337	853.45404	84.88397	541.64246	358.18445	866.68866	19.699654	586.125	674.05	69999	59.84725	23.871212	59.84701	23.873571	-61.26487	2.2982144	678.2899169921875
15	308.14212	303.8471	968.2213	27.42342	447.8712	274.37274	906.28973	96.57834	355.2857	436.85	74999	62.927288	23.572756	62.92731	23.574306	-64.39975	2.1923184	740.5938074588776
16	638.3688	342.45755	946.7067	120.54813	273.71457	218.72382	932.1985	86.22069	673.0	234.55	79999	65.52901	23.2904	65.528824	23.294317	-66.87206	2.3113987	802.6916134357452
17	311.88965	222.90817	802.41785	68.20441	744.3376	276.28293	964.3323	149.6473	309.9375	830.2	84999	67.85855	22.930014	67.85829	22.933311	-69.20781	2.640987	865.0979447364807
18	468.09067	339.58377	960.91425	53.37925	253.43034	320.11887	964.34796	13.101612	523.7	273.6	89999	71.011246	22.95196	71.011055	22.956621	-72.40722	2.8015883	925.7850687503815
19	504.24573	288.98145	858.31165	14.183777	577.2289	317.14914	951.9363	54.12037	608.3333	638.3	94999	74.53382	23.3648	74.53386	23.367416	-75.97727	2.8042371	987.9145250320435
20	355.7083	337.13614	1001.0187	31.975945	546.7364	372.50317	992.96497	31.444384	365.64285	606.75	99999	78.320915	23.50254	78.32107	23.503916	-79.823715	3.081225	1049.9739544391632
21	314.68195	299.0415	1129.5088	25.344492	910.9515	184.8986	1042.2592	318.19122	297.3125	928.8	104999	81.31044	23.639845	81.31057	23.641445	-82.66829	3.696284	1111.964115858078
22	1107.152	304.56326	1368.1765	597.88495	1247.1506	16.381903	1274.2112	1211.6608	836.1667	1000.0	109999	83.52781	23.932968	83.52787	23.936613	-84.94284	3.685556	1172.8397991657257
23	498.17896	307.17755	1167.1361	116.96411	768.0503	211.93893	985.2159	116.195175	420.41666	910.15	114999	86.3897	24.059761	86.38974	24.063211	-87.83755	3.8959048	1235.0330650806427
24	922.19763	194.50458	1182.899	620.33105	1106.8435	182.18279	1334.1444	825.53455	906.4	1000.0	119999	89.127625	24.107834	89.12761	24.11129	-90.524124	3.824491	1297.230041027069
25	499.7659	300.7203	1082.9451	150.14406	1206.2751	102.237946	1300.3196	908.92316	429.46155	1000.0	124999	91.11949	24.575014	91.11941	24.57812	-92.46633	4.138788	1359.1697733402252
26	676.34625	356.5347	1300.9712	233.86595	1299.3739	99.11126	1399.8806	884.9259	600.7143	1000.0	129999	92.80374	24.865564	92.803566	24.867937	-94.15713	4.2753873	1421.068383216858
27	989.48065	195.07892	1231.6604	810.1732	866.1815	187.36446	1080.4568	145.44681	1000.0	955.6	134999	94.70675	24.667969	94.70657	24.669863	-96.056526	3.9296243	1482.2216346263885
28	701.96173	289.7473	1027.4791	91.577934	678.4629	296.5384	954.63666	129.0143	846.8333	783.0	139999	96.45902	24.399187	96.45898	24.401161	-97.81526	3.9411669	1545.135803937912
29	648.63617	322.22144	1147.5815	222.68646	698.1727	212.25829	961.3648	235.2375	695.375	886.0	144999	97.96246	24.447641	97.96256	24.450165	-99.31101	3.8487492	1607.7931036949158
30	844.80615	327.91507	1125.0039	164.54164	628.05164	307.23227	1013.6636	149.7455	855.5	638.1	149999	99.10984	24.593973	99.10998	24.595936	-100.38922	3.7495081	1669.9096450805664
31	840.4074	308.09064	1144.8213	255.55634	1333.3977	264.91986	1459.8956	203.7678	844.0	957.45	154999	100.18885	24.468374	100.18877	24.47133	-101.50376	3.6809883	1730.3167850971222
32	1308.2747	76.391525	1420.9688	1216.1863	1372.1638	174.56345	1476.8566	728.75903	1000.0	1000.0	159999	101.703865	24.105131	101.70395	24.106485	-103.00492	3.550843	1792.3590812683105
33	1325.7677	141.3548	1446.0974	1048.9624	1227.9835	213.39915	1502.1023	831.16425	1000.0	1000.0	164999	103.28252	23.98994	103.28245	23.992601	-104.5745	3.4405937	1854.1677556037903
34	1268.258	108.38611	1373.8306	1071.8175	1117.95	316.5405	1453.4976	134.50137	1000.0	956.35	169999	104.65953	23.553259	104.659706	23.554638	-105.92428	3.468146	1916.1103727817535
35	855.5597	480.52844	1432.5304	37.377216	1121.2283	688.7796	1594.6399	44.00505	732.75	719.2	174999	105.66361	23.276884	105.66363	23.279066	-106.89873	3.5537488	1977.3338043689728
36	972.2492	594.6045	1505.0994	41.710796	1176.4406	578.59186	1545.2682	18.299625	705.0	813.5	179999	106.62775	22.528551	106.62794	22.527103	-107.84005	3.8466535	2038.378496170044
37	1313.8689	64.09241	1390.8643	1208.5895	1549.7201	26.640188	1582.1273	1501.4377	1000.0	1000.0	184999	107.0196	23.004814	107.01946	23.006569	-108.10839	3.5364938	2100.2961764335632
38	1236.8535	151.82426	1349.9279	956.4601	1486.4846	21.374014	1522.9911	1441.2888	1000.0	1000.0	189999	107.35245	23.858215	107.35237	23.862028	-108.473625	3.3456593	2162.3139004707336
39	1329.5139	205.79823	1517.6777	932.7138	1137.677	84.47729	1238.9323	950.4966	1000.0	1000.0	194999	108.0003	24.227062	108.00039	24.228825	-109.12235	3.3565023	2224.325139760971
40	1385.1986	157.84274	1486.7047	1072.1727	1585.8182	36.8351	1616.4803	1479.5872	1000.0	1000.0	199999	109.15884	24.257708	109.15855	24.259796	-110.30105	3.2100973	2284.702394723892
41	1339.8215	142.90239	1438.5717	1060.4567	1246.2147	391.3905	1562.1743	195.32758	1000.0	914.75	204999	110.20696	24.289675	110.20691	24.291977	-111.2933	3.1002536	2346.5869131088257
42	1226.1367	425.41327	1533.813	293.5377	1095.8337	216.93863	1350.0647	778.2844	870.1667	1000.0	209999	111.48194	24.251621	111.4821	24.252747	-112.629875	3.219093	2408.462268590927
