Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	PolicyLoss	ValueLoss	Entropy	AvgKL	StopIter
1	15.270215	8.8226	76.286224	4.374786	25.520618	0.14752541	0.1425839	0.67023134	-0.40492252	5000	-0.045213763	27.542887	1.5701616	0.02316051	79.0
2	20.936176	13.621281	83.09259	4.8078227	32.30719	7.0428634	5.340599	24.911259	-3.271575	10000	-0.054459624	53.953407	1.5538017	0.024376847	79.0
3	46.467266	48.523514	308.8149	5.912025	55.69318	13.240962	7.635388	39.25534	-3.1015668	15000	-0.057433482	467.3118	1.5078825	0.020153936	79.0
4	112.58306	91.53251	378.14032	6.8394613	107.23256	35.880512	15.747451	88.68462	-5.182452	20000	-0.053789355	768.1083	1.4712898	0.020211862	79.0
5	172.47507	87.11384	350.79034	9.26986	126.810814	58.676064	14.364815	86.3326	-21.585264	25000	-0.0530182	793.7249	1.4463627	0.013696274	79.0
6	207.62056	83.21601	400.7514	90.29125	137.65715	67.58341	18.913792	146.67471	-3.8313098	30000	-0.052609865	908.9998	1.4099398	0.0134006655	79.0
7	246.09221	99.84969	496.31952	89.98685	162.57692	77.51359	19.510351	126.796974	-14.879667	35000	-0.056163073	1022.2392	1.3759084	0.014719696	79.0
8	347.35	83.19695	445.0673	149.31612	207.15	87.88323	24.008808	120.18324	-120.903786	40000	-0.052855078	536.3366	1.3248365	0.01125088	79.0
9	280.58643	96.225075	421.6999	99.14921	157.66667	109.71362	27.30859	152.3491	1.8972754	45000	-0.04981496	1030.2467	1.3245608	0.013176033	79.0
10	311.54245	108.39635	456.91287	13.295884	172.4	101.82322	25.908075	140.37491	-26.279913	50000	-0.052745998	580.2705	1.2927951	0.011394309	79.0
11	321.61697	97.44578	429.88483	88.62483	162.18518	109.341	33.111454	152.75293	-34.12391	55000	-0.050787233	719.6258	1.233487	0.012113974	79.0
12	356.928	82.07357	428.67145	73.07531	175.66667	114.8369	36.32584	166.46951	-39.92726	60000	-0.04639382	360.56427	1.1925911	0.009911261	79.0
13	361.38348	29.379383	422.48883	306.57437	168.73077	121.9402	38.62135	174.64531	-18.649393	65000	-0.056423463	80.32793	1.1446112	0.022752332	79.0
